レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609101301,2026-09-10,13,01R,10:38,2026-09-10T10:28:20.586887+09:00,3.0,11.9,14.7,44.2,10.8,3.9,15.5,52.2,35.9,35.9,30.2,11.5,52.2,71.9,191.7,71.9,18.5,38.3,11.2,287.6,2.4,6.5,1.0,1.2,7.0,18.8,3.5,11.4,0.0,0.0,1.6,2.6,10.6,12.7,5.7,7.8,32.2,52.8,2.6,4.0,1.2,1.8,6.5,7.4,28.5,37.2,34.0,55.1,29.7,54.3,6.7,6.7,1.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202609101701,2026-09-10,17,01R,10:45,2026-09-10T10:36:19.387101+09:00,7.9,14.4,6.6,106.2,6.3,3.8,79.6,3.7,53.1,35.4,26.5,15.9,106.2,45.5,106.2,159.3,21.2,79.6,53.1,106.2,2.1,3.3,1.3,2.4,1.5,3.0,1.0,1.4,18.3,24.0,13.0,54.0,13.7,54.0,0.0,0.0,0.0,0.0,12.7,54.0,2.2,10.8,0.0,0.0,1.8,7.7,0.0,0.0,0.0,0.0,1.0,16.5,5.5,8.2,0.0,0.0,1.0,1.1,0.0,0.0,1.3,5.6,1.3,5.6,0.0,0.0,2.2,11.2
202609102106,2026-09-10,21,06R,10:47,2026-09-10T10:38:19.918878+09:00,14.7,31.6,4.5,8.0,30.2,15.8,30.2,41.5,55.4,10.9,36.9,6.2,35.0,23.7,33.2,3.9,33.2,166.3,41.5,44.3,2.1,2.6,2.3,2.6,8.8,9.3,2.1,2.6,2.9,3.3,4.2,5.1,12.1,13.8,1.5,1.8,3.0,3.6,5.6,6.1,3.7,4.3,8.4,9.7,6.4,7.3,13.6,14.2,3.6,4.5,2.6,1.5,10.5,31.7,8.6,15.8,1.4,2.8,1.0,1.0,3.5,7.8,3.5,7.8,2.5,5.3,1.9,4.1
202609101601,2026-09-10,16,01R,10:53,2026-09-10T10:44:25.419090+09:00,3.0,10.0,3.8,107.2,11.0,4.4,160.8,10.0,80.4,45.9,40.2,13.9,321.7,45.9,53.6,160.8,45.9,107.2,160.8,160.8,1.0,2.3,1.4,2.5,0.0,0.0,1.0,2.4,5.8,12.3,3.2,8.3,0.0,0.0,6.5,48.7,11.0,24.3,20.6,24.3,3.3,8.3,0.0,0.0,0.0,0.0,24.0,24.3,11.2,24.3,1.0,15.7,31.5,0.0,0.0,0.0,1.0,1.0,2.1,24.6,2.1,24.6,2.1,24.6,3.0,36.5,2.1,24.6
202609100401,2026-09-10,04,01R,10:55,2026-09-10T10:46:20.663850+09:00,7.7,15.4,11.1,34.6,14.4,4.3,28.8,15.7,38.5,23.8,19.2,6.6,31.5,21.6,43.3,27.7,11.9,34.6,13.3,34.6,3.4,4.5,3.0,4.1,5.9,7.4,1.4,1.6,6.7,8.5,3.4,4.1,11.1,12.6,2.1,2.5,8.9,10.3,3.0,3.5,1.7,2.0,6.2,7.1,4.0,4.7,11.8,12.6,3.7,4.4,11.2,3.3,1.2,33.7,11.2,0.0,1.0,2.0,4.1,12.0,1.0,2.0,2.2,6.0,4.1,12.0,0.0,0.0
202609101406,2026-09-10,14,06R,10:58,2026-09-10T10:48:18.634714+09:00,23.4,53.1,26.5,30.0,46.0,4.2,5.2,81.2,98.6,3.5,39.4,25.1,37.3,115.1,125.5,25.1,72.7,115.1,3.9,46.0,11.0,12.3,1.9,2.4,26.8,29.7,1.8,2.4,2.7,3.9,24.3,30.2,15.2,15.5,15.5,20.2,23.0,29.8,47.7,59.7,1.6,2.5,1.2,1.6,22.8,30.0,11.8,15.3,1.1,1.4,2.7,15.3,3.8,15.3,2.7,4.3,1.5,2.7,4.8,9.7,1.5,2.7,4.8,9.7,2.6,5.0,1.0,1.0
202609100501,2026-09-10,05,01R,11:03,2026-09-10T10:54:20.905857+09:00,13.6,5.0,5.9,32.5,18.5,14.4,130.1,4.7,86.7,65.0,21.6,26.0,0.0,5.3,43.3,32.5,13.6,37.1,260.2,16.2,2.6,2.9,5.8,6.6,2.1,2.9,2.1,2.9,8.0,8.5,5.9,6.7,2.4,3.2,2.6,3.5,23.0,24.7,6.2,8.7,2.8,3.5,12.0,12.7,1.2,1.4,9.7,12.7,6.7,8.3,9.0,3.0,4.5,4.5,2.2,0.0,0.0,0.0,0.0,0.0,1.1,2.2,1.1,2.2,1.1,2.2,0.0,0.0
202609101302,2026-09-10,13,02R,11:06,2026-09-10T10:56:28.462905+09:00,2.3,54.0,3.9,38.5,38.5,10.0,24.5,67.5,54.0,90.0,38.5,4.1,18.0,90.0,0.0,45.0,54.0,135.0,67.5,135.0,1.4,2.3,1.7,3.4,0.0,0.0,2.2,4.0,0.0,0.0,1.3,1.6,12.0,18.3,2.5,3.3,4.2,6.3,12.0,19.8,2.2,2.8,6.0,10.1,13.5,20.2,7.3,22.1,6.8,10.3,1.0,29.2,29.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2,0.0,0.0
202609101702,2026-09-10,17,02R,11:11,2026-09-10T11:02:22.649704+09:00,5.6,4.3,21.7,50.7,4.6,19.0,76.1,10.1,50.7,38.0,11.7,12.6,152.2,11.7,152.2,152.2,9.5,50.7,152.2,30.4,3.6,7.1,3.6,7.1,1.5,1.6,6.5,13.8,7.2,13.8,7.2,27.7,1.9,2.9,7.0,27.7,0.0,0.0,1.9,2.9,2.6,9.2,0.0,0.0,1.7,2.5,2.9,4.3,0.0,0.0,1.5,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.5,3.7,1.5,3.7,1.5,3.7,1.1,1.8,0.0,0.0
202609100301,2026-09-10,03,01R,11:14,2026-09-10T11:04:25.475462+09:00,3.6,26.0,5.3,15.0,28.1,5.1,11.2,29.4,45.1,10.5,52.0,8.4,33.8,61.5,135.3,32.2,52.0,338.2,24.1,67.6,1.5,1.7,1.9,2.4,7.5,8.3,2.2,2.5,2.8,3.2,2.1,2.8,11.0,13.2,5.1,6.8,20.0,25.7,6.1,6.7,2.2,2.5,7.5,8.7,6.1,6.8,6.4,7.0,4.8,5.6,2.7,4.1,4.1,8.2,2.7,0.0,1.2,1.6,2.4,3.5,4.5,6.7,4.5,6.7,1.0,1.2,2.4,3.5
202609102107,2026-09-10,21,07R,11:18,2026-09-10T11:08:23.437341+09:00,3.8,10.3,7.2,23.7,7.7,4.2,110.7,5.4,55.3,55.3,36.9,30.2,166.1,23.7,55.3,110.7,16.6,0.0,0.0,110.7,2.2,3.8,1.4,2.2,1.8,3.1,1.4,2.1,10.8,12.1,3.1,11.2,5.5,19.6,5.0,19.6,0.0,0.0,2.7,9.8,2.2,8.7,0.0,0.0,4.8,19.6,0.0,0.0,0.0,0.0,1.0,43.5,21.7,21.7,43.5,43.5,1.0,1.0,3.1,79.5,1.5,34.2,1.7,39.9,3.1,79.5,3.1,79.5
202609101602,2026-09-10,16,02R,11:22,2026-09-10T11:12:24.121930+09:00,38.5,48.1,14.8,96.3,38.5,14.8,0.0,38.5,192.7,38.5,17.5,3.7,27.5,8.0,38.5,10.7,5.6,96.3,4.3,27.5,3.6,4.1,3.6,4.1,4.6,5.0,7.8,8.6,8.5,9.3,4.7,6.5,7.5,9.5,1.6,1.8,4.9,6.5,7.5,9.6,1.6,1.8,7.1,9.6,2.4,2.7,7.7,9.6,1.8,2.1,0.0,4.5,1.5,4.5,4.5,0.0,1.8,4.5,1.8,4.5,1.1,2.2,0.0,0.0,1.1,2.2,0.0,0.0
202609100402,2026-09-10,04,02R,11:24,2026-09-10T11:14:17.568494+09:00,15.7,8.7,59.0,13.1,18.1,59.0,26.2,118.1,10.2,23.6,4.9,19.6,6.9,16.8,6.3,23.6,26.2,16.8,59.0,29.5,3.8,4.0,5.3,6.0,5.1,5.7,5.6,6.0,2.9,3.1,2.4,2.6,2.4,2.6,3.7,4.1,9.5,11.0,2.8,3.1,10.2,11.2,2.8,3.2,3.7,4.0,2.1,2.2,5.2,5.8,4.2,1.2,6.3,12.7,0.0,12.7,2.6,12.7,1.0,3.1,0.0,0.0,0.0,0.0,2.6,12.7,1.0,1.1
202609101407,2026-09-10,14,07R,11:28,2026-09-10T11:18:20.734236+09:00,11.0,31.1,49.1,17.0,6.3,16.5,2.8,47.3,11.8,20.2,25.5,38.7,13.8,127.8,47.3,79.8,44.0,7.9,16.5,44.0,5.7,8.4,1.0,1.1,5.3,8.4,4.6,7.3,1.6,2.8,8.1,12.0,15.7,16.7,23.1,24.7,7.1,8.6,3.0,4.5,2.6,3.9,1.2,1.8,22.1,24.7,4.3,5.3,19.2,24.3,3.9,5.2,2.6,0.0,0.0,1.9,1.0,2.2,4.1,10.8,1.0,1.0,2.8,7.3,7.8,21.0,2.8,7.3
202609100502,2026-09-10,05,02R,11:32,2026-09-10T11:22:25.764255+09:00,6.3,7.2,14.5,40.6,10.1,14.5,0.0,15.6,40.6,67.7,2.9,8.8,67.7,10.1,67.7,33.8,16.9,203.2,0.0,0.0,2.6,4.9,3.2,6.5,3.0,4.9,5.6,6.5,6.5,9.3,1.1,2.7,2.0,7.6,8.0,19.1,0.0,0.0,1.6,5.4,1.7,3.0,0.0,0.0,9.7,19.1,0.0,0.0,12.2,19.1,1.0,9.7,0.0,29.2,0.0,29.2,1.0,1.0,0.0,0.0,0.0,0.0,1.1,26.2,1.1,26.2,0.0,0.0
202609101303,2026-09-10,13,03R,11:35,2026-09-10T11:26:20.895970+09:00,2.0,15.8,58.2,20.9,10.6,24.9,8.4,87.3,65.5,87.3,8.3,20.1,8.5,87.3,52.4,524.2,40.3,14.9,74.8,174.7,2.0,2.7,1.4,1.6,5.5,10.7,4.4,8.2,16.7,21.0,1.4,1.7,4.3,8.2,5.8,10.7,3.2,3.9,2.3,3.7,2.8,4.5,3.7,4.4,0.0,0.0,9.6,16.5,19.2,32.2,1.1,15.5,2.7,0.0,15.5,0.0,1.5,1.8,2.6,3.3,1.2,1.3,2.6,3.3,2.6,3.3,2.6,3.3
202609101703,2026-09-10,17,03R,11:39,2026-09-10T11:30:34.614932+09:00,7.8,3.9,21.9,109.5,10.9,43.8,54.7,5.0,54.7,109.5,15.6,43.8,219.0,4.6,36.5,54.7,9.1,36.5,0.0,19.9,2.2,3.3,3.7,4.1,2.7,2.9,6.7,11.2,2.8,3.0,2.7,4.1,3.7,5.6,0.0,0.0,7.0,12.3,3.6,4.2,2.6,4.1,4.0,4.2,1.9,2.7,7.2,8.0,7.2,12.3,1.3,6.7,0.0,3.3,0.0,6.7,2.2,3.3,2.2,3.3,2.2,3.3,1.1,1.1,2.2,3.3,2.2,3.3
202609100302,2026-09-10,03,02R,11:41,2026-09-10T11:32:21.723646+09:00,3.1,4.1,5.8,8.8,15.8,20.1,55.5,22.2,37.0,24.6,11.1,27.7,74.0,24.6,74.0,222.0,27.7,74.0,222.0,0.0,1.0,1.0,1.2,2.2,2.1,5.1,4.5,8.2,8.7,22.5,1.2,2.4,7.7,24.0,4.5,8.2,8.7,24.0,13.0,24.0,13.7,16.0,14.0,24.0,14.7,24.0,0.0,0.0,15.7,24.0,7.5,1.5,2.5,0.0,7.5,0.0,1.5,5.2,1.0,1.3,1.5,5.2,0.0,0.0,1.5,5.2,0.0,0.0
202609101603,2026-09-10,16,03R,11:49,2026-09-10T11:40:26.673770+09:00,11.0,12.6,35.4,177.0,5.7,9.8,0.0,9.8,177.0,59.0,9.8,14.7,59.0,17.7,44.2,177.0,2.6,25.2,59.0,44.2,7.1,10.6,3.2,4.0,4.0,5.1,3.1,5.7,14.0,14.2,6.2,9.3,11.7,17.6,0.0,0.0,7.5,11.2,1.2,1.6,1.2,2.3,11.7,14.2,1.1,2.0,6.1,7.5,11.5,21.7,0.0,0.0,1.5,1.5,0.0,0.0,1.0,1.1,0.0,0.0,0.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0
202609102108,2026-09-10,21,08R,11:51,2026-09-10T11:42:18.772426+09:00,10.4,11.6,51.5,1.4,47.5,34.3,15.8,88.3,13.4,68.7,77.3,77.3,20.6,123.7,12.1,68.7,61.8,77.3,618.7,309.3,1.0,1.4,4.2,6.2,7.6,12.1,11.6,17.8,1.0,1.1,6.7,9.2,13.3,18.1,26.5,35.5,1.0,2.0,34.0,35.2,11.7,12.2,21.7,35.0,34.5,35.5,4.9,7.5,11.6,17.8,1.0,15.7,47.2,47.2,47.2,15.7,1.0,1.1,1.0,1.2,6.0,10.5,6.0,10.5,7.8,13.8,6.0,10.5
202609100403,2026-09-10,04,03R,11:53,2026-09-10T11:44:24.915320+09:00,15.5,3.3,13.4,19.6,16.8,29.5,53.6,7.8,12.0,32.7,11.5,24.5,49.1,8.8,11.5,49.1,16.3,59.0,147.5,25.6,1.8,2.0,3.7,4.5,2.7,3.1,4.4,5.5,3.9,4.5,2.6,3.0,2.4,2.8,1.9,2.2,4.3,4.8,4.4,5.0,8.0,9.7,11.5,12.7,3.8,4.4,4.6,5.0,8.3,9.7,0.0,7.5,0.0,1.8,1.5,0.0,4.1,11.2,1.3,2.8,0.0,0.0,1.2,2.2,1.3,2.8,4.1,11.2
202609101304,2026-09-10,13,04R,11:59,2026-09-10T11:50:31.568168+09:00,4.3,6.8,2.3,46.6,23.3,8.3,33.3,8.3,38.8,58.3,33.3,21.2,116.6,46.6,77.7,0.0,46.6,233.2,116.6,233.2,1.0,1.1,1.3,1.8,2.8,4.0,1.7,2.4,6.3,8.8,2.6,5.0,11.2,18.2,3.7,6.5,12.0,18.2,7.5,9.3,4.8,6.5,15.2,18.0,15.5,18.2,8.8,9.5,16.2,18.2,1.0,77.2,0.0,0.0,0.0,0.0,1.0,1.7,1.0,1.4,0.0,0.0,0.0,0.0,3.7,14.2,0.0,0.0
202609100503,2026-09-10,05,03R,12:01,2026-09-10T11:52:17.969881+09:00,13.5,3.1,6.7,57.5,11.5,13.5,76.7,8.8,230.2,57.5,12.1,25.5,115.1,5.6,20.9,46.0,17.7,115.1,230.2,38.3,1.6,2.6,12.2,13.7,1.6,2.0,2.0,2.4,4.4,6.5,12.5,21.3,1.6,2.7,3.1,5.7,0.0,0.0,12.5,14.0,3.6,3.9,7.1,11.0,2.6,3.2,6.2,9.5,12.5,20.6,3.7,3.7,1.8,3.7,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.1,3.0,1.1,3.0,0.0,0.0
