レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202609081406,2026-09-08,14,06R,10:58,2026-09-08T11:18:23.650523+09:00,1102,まくり,2,安井　　瑞紀,"1'49""0",4,山崎　小葉音,"1'51""0",5,藤原　　菜希,"1'53""6",1,浜田　亜理沙,"1'54""3",3,奥村　明日香,,6,野田　　亜湖,,1,0.18,,2,0.13,,3,0.21,,4,0.18,,5,0.17,,6,0.35,,3,8,2.0,2.0,25.0,27.0
202609081302,2026-09-08,13,02R,11:03,2026-09-08T11:20:36.147451+09:00,1106,差　し,2,川崎　　誠志,"1'50""7",1,守屋　　大地,"1'52""3",3,大神　　康司,"1'53""9",6,坂口　　　周,"1'54""7",5,加木　　　郁,"1'55""9",4,上岡　　巧汰,"1'56""2",1,0.25,,2,0.24,,3,0.17,,5,0.29,,6,0.17,,4,0.18,,3,8,1.0,0.0,25.0,25.1
202609081102,2026-09-08,11,02R,11:06,2026-09-08T11:22:26.614716+09:00,1109,まくり差し,4,西川　　拓利,"1'50""8",5,津田　　陸翔,"1'52""1",1,小川　竜太朗,"1'54""1",6,鳥居塚　嶺王,"1'55""4",3,坂本　　一真,,2,山本　　幸也,,1,0.19,,2,0.11,,3,0.19,,4,0.07,,5,0.09,,6,0.03,,3,1,2.0,2.0,24.0,27.0
202609080902,2026-09-08,09,02R,11:12,2026-09-08T11:30:27.292882+09:00,1116,逃　げ,1,青木　　玄太,"1'50""5",2,金子　　拓矢,"1'51""7",6,柳生　　泰二,"1'52""6",4,山崎　　　郡,"1'54""1",3,白神　　　優,,5,高田　ひかる,,1,0.17,,2,0.18,,3,0.16,,4,0.17,,5,0.22,,6,0.18,,3,3,1.0,1.0,24.0,25.0
202609080301,2026-09-08,03,01R,11:14,2026-09-08T11:32:26.318778+09:00,1117,逃　げ,1,森作　　雄大,"1'52""5",6,古田　　祐貴,"1'55""0",4,鈴木　　賢一,"1'56""4",5,花本　　　剛,"1'58""0",3,石渡　翔一郎,,2,鈴木　結平太,,1,0.06,,2,0.12,,3,0.11,,4,0.14,,5,0.13,,6,0.18,,2,5,2.0,5.0,26.0,26.0
202609081007,2026-09-08,10,07R,11:19,2026-09-08T11:36:23.095261+09:00,1122,差　し,2,東口　　　晃,"1'51""5",5,中岡　　健人,"1'52""8",6,岡村　　将也,"1'53""6",1,長谷川　雅和,"1'55""8",3,土性　　雅也,,4,川口　　貴久,,1,0.09,,2,0.19,,3,0.17,,4,0.08,,5,0.11,,6,0.12,,2,8,1.0,1.0,26.0,25.0
202609081602,2026-09-08,16,02R,11:22,2026-09-08T11:40:27.438734+09:00,1126,まくり差し,5,大澤　　誠也,"1'50""2",2,大塚　　雅治,"1'51""8",4,佐藤　　右京,"1'53""8",1,川崎　　智稔,"1'55""4",3,中北　　　涼,,6,宮田　　　栞,,1,0.14,,2,0.16,,3,0.28,,4,0.1,,5,0.14,,6,0.15,,3,2,4.0,3.0,24.0,28.0
202609080402,2026-09-08,04,02R,11:24,2026-09-08T11:42:22.261410+09:00,1128,逃　げ,1,黒澤　めぐみ,"1'49""8",2,菅野　はやか,"1'52""0",4,中村　　　尊,"1'52""7",5,今井　　裕梨,"1'54""5",6,小林　　愛実,,3,日隈　　　茜,,1,0.12,,2,0.13,,3,0.11,,4,0.1,,5,0.09,,6,0.22,,2,5,1.0,3.0,25.0,26.0
202609081407,2026-09-08,14,07R,11:28,2026-09-08T11:46:22.536687+09:00,1131,抜　き,3,大山　　千広,"1'48""5",2,清埜　　翔子,"1'50""5",1,豊田　　　結,"1'52""6",4,大豆生田　蒼,"1'53""5",5,新田　　芳美,,6,福岡　　泉水,,1,0.07,,2,0.09,,3,0.07,,4,0.11,,5,0.13,,6,0.22,,3,8,2.0,2.0,25.0,27.0
202609081303,2026-09-08,13,03R,11:33,2026-09-08T11:48:24.237512+09:00,1136,まくり差し,3,井上　　慧人,"1'50""5",6,山田　　哲也,"1'52""4",1,木山　　和幸,"1'53""1",4,森定　　晃史,"1'53""5",5,向所　　浩二,"1'55""3",2,岡本　　　猛,"1'58""4",1,0.26,,2,0.24,,3,0.14,,4,0.09,,6,0.07,,5,0.06,,3,3,2.0,0.0,24.9,25.0
202609081103,2026-09-08,11,03R,11:36,2026-09-08T11:52:20.123786+09:00,1139,逃　げ,1,村松　　栄太,"1'51""4",4,濱野　　斗馬,"1'52""4",3,吉田　　一心,"1'53""3",5,山崎　　　祥,"1'53""8",2,上野　　拓馬,,6,大森　　　翼,,1,0.09,,2,0.13,,3,0.1,,4,0.17,,5,0.23,,6,0.27,,3,1,3.0,3.0,24.0,27.0
202609080302,2026-09-08,03,02R,11:41,2026-09-08T12:00:58.142496+09:00,1144,逃　げ,1,小川　　知行,"1'52""2",2,平野　　和明,"1'53""8",6,荒井　　輝年,"1'55""4",3,浅井　　　翼,"1'55""8",5,澤崎　　雄哉,,4,港　　　理樹,,1,0.04,,2,0.06,,3,0.05,,4,0.12,,5,0.09,,6,0.13,,2,6,2.0,5.0,27.0,26.0
202609080903,2026-09-08,09,03R,11:42,2026-09-08T12:00:58.142496+09:00,1146,差　し,5,西村　　拓也,"1'49""7",2,春園　　功太,"1'51""7",3,尾上　　雅也,"1'52""4",6,山口　　　剛,"1'53""2",1,塩田　　北斗,,4,石丸　　海渡,,1,0.23,,2,0.07,,3,0.13,,4,0.09,,5,0.12,,6,0.14,,3,3,1.0,1.0,24.0,25.0
202609081603,2026-09-08,16,03R,11:49,2026-09-08T12:06:26.300403+09:00,1153,まくり,3,山口　　　亮,"1'49""8",4,末永　　由楽,"1'50""4",6,永井　　　源,"1'53""3",2,中山　　　将,"1'55""0",1,三嶌　さらら,,5,森　　　陽多,,1,0.2,,3,0.23,,4,0.19,,6,0.19,,2,0.23,,5,0.24,,3,2,2.0,3.0,24.0,28.0
202609081008,2026-09-08,10,08R,11:51,2026-09-08T12:10:29.978434+09:00,1154,逃　げ,1,中本　　大樹,"1'51""2",3,多田　　有佑,"1'52""1",2,田中　太一郎,"1'54""4",6,坂口　　諒宗,"1'59""1",4,前田　健太郎,,,,,1,0.09,,2,0.12,,3,0.11,,4,0.16,,5,0.14,,6,0.14,,2,8,1.0,1.0,26.0,25.0
202609080403,2026-09-08,04,03R,11:53,2026-09-08T12:12:25.025492+09:00,1156,まくり差し,3,藤井　　太雅,"1'49""2",4,平山　　智加,"1'51""8",2,来田　　衣織,"1'51""9",5,土屋　実沙希,"1'55""2",6,谷島　　咲希,,1,田中　瀬里奈,,1,0.2,,2,0.09,,3,0.09,,4,0.11,,5,0.16,,6,0.24,,2,5,2.0,3.0,25.0,26.0
202609081304,2026-09-08,13,04R,11:59,2026-09-08T12:14:26.316114+09:00,1202,まくり差し,4,古結　　　宏,"1'50""2",5,村上　　功祐,"1'51""5",1,富山　　弘幸,"1'52""2",2,岩崎　　正哉,"1'53""1",6,伊藤　　啓三,"1'55""0",3,松本　　浩貴,"1'59""2",1,0.14,,2,0.14,,3,0.16,,4,0.09,,5,0.13,,6,0.18,,3,2,2.0,0.0,24.9,25.0
202609081104,2026-09-08,11,04R,12:03,2026-09-08T12:20:25.515058+09:00,1206,逃　げ,1,仲　　　航太,"1'50""4",2,土井　　歩夢,"1'52""5",5,廣瀬　　　凜,"1'53""4",3,大島　隆乃介,"1'54""7",6,宇留田　翔平,,4,原田　　朱理,,1,0.08,,2,0.11,,3,0.12,,4,0.14,,5,0.18,,6,0.19,,3,2,3.0,3.0,24.0,27.0
202609081408,2026-09-08,14,08R,12:05,2026-09-08T12:22:19.615035+09:00,1209,まくり差し,3,今井　　美亜,"1'49""8",2,西岡　　育未,"1'51""0",6,北村　　寧々,"1'52""8",5,加藤　　奈月,"1'54""6",4,樫葉　　新心,,1,柴田　　愛梨,,1,0.22,,2,0.16,,3,0.1,,4,0.16,,5,0.14,,6,0.13,,3,8,1.0,1.0,25.0,27.0
202609080303,2026-09-08,03,03R,12:08,2026-09-08T12:26:29.669262+09:00,1211,差　し,4,阿波　　勝哉,"1'52""6",1,本橋　　克洋,"1'53""9",3,岩瀬　　裕亮,"1'54""5",5,牧山　　敦也,"1'55""8",2,多羅尾　達之,,6,横澤　　剛治,,1,0.11,,2,0.14,,3,0.13,,4,0.21,,5,0.18,,6,0.18,,2,6,2.0,5.0,27.0,26.0
202609080904,2026-09-08,09,04R,12:13,2026-09-08T12:34:24.103412+09:00,1217,逃　げ,1,井上　　一輝,"1'51""0",3,豊田　健士郎,"1'52""3",4,渡辺　　浩司,"1'53""7",5,黒井　　達矢,"1'54""8",6,澤田　　尚也,,2,大池　　佑来,,1,0.16,,2,0.19,,3,0.25,,4,0.17,,5,0.18,,6,0.07,,3,3,3.0,2.0,24.0,25.0
202609081604,2026-09-08,16,04R,12:20,2026-09-08T12:40:21.635350+09:00,1223,まくり差し,4,渋谷　　明憲,"1'51""2",5,青木　幸太郎,"1'52""5",2,増本　　杏珠,"1'53""3",3,横川　　聖志,"1'54""8",1,中嶋　　達也,,,,,1,0.05,,2,0.19,,3,0.06,,4,0.06,,5,0.01,,6,-0.03,F,2,1,5.0,3.0,24.0,28.0
202609080404,2026-09-08,04,04R,12:22,2026-09-08T12:42:20.954552+09:00,1225,まくり,5,長田　　頼宗,"1'51""7",1,湯淺　　紀香,"1'52""6",6,池田　奈津美,"1'53""8",4,村上　　奈穂,"1'55""0",2,土屋　　　蘭,,3,登　　みひ果,,1,0.28,,6,0.3,,5,0.21,,4,0.25,,2,0.31,,3,0.26,,1,,0.0,3.0,26.0,26.0
202609081009,2026-09-08,10,09R,12:25,2026-09-08T12:42:20.954552+09:00,1228,逃　げ,1,中渡　　修作,"1'51""2",2,中村　　将隆,"1'52""6",5,井上　　　茂,"1'54""1",6,北川　　太一,"1'54""3",4,岸本　　雄貴,,3,杉山　　勝匡,,1,0.18,,2,0.19,,3,0.16,,4,0.21,,5,0.19,,6,0.23,,2,8,1.0,1.0,26.0,25.0
202609081305,2026-09-08,13,05R,12:28,2026-09-08T12:44:21.755157+09:00,1231,まくり差し,5,河村　　　了,"1'50""7",4,佐藤　謙史朗,"1'51""3",6,小野寺　智洋,"1'52""0",2,金田　　　諭,"1'54""6",1,山川　　雄大,"1'56""4",3,上村　慎太郎,"2'01""5",1,0.22,,2,0.21,,3,0.28,,4,0.13,,5,0.13,,6,0.11,,3,2,1.0,0.0,25.0,25.0
