レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202609090402,2026-09-09,04,02R,11:24,2026-09-09T11:14:20.737078+09:00,1058,4.0,6,4.0,2,32.0,26.0
202609091602,2026-09-09,16,02R,11:23,2026-09-09T11:14:20.737078+09:00,1058,2.0,5,3.0,3,23.0,27.0
202609090502,2026-09-09,05,02R,11:32,2026-09-09T11:22:30.608460+09:00,1107,2.0,5,2.0,2,29.0,25.0
202609091303,2026-09-09,13,03R,11:35,2026-09-09T11:26:28.673910+09:00,1112,4.0,3,0.0,3,24.8,24.8
202609091703,2026-09-09,17,03R,11:43,2026-09-09T11:34:22.878940+09:00,1114,4.0,1,4.0,2,26.0,26.0
202609091103,2026-09-09,11,03R,11:45,2026-09-09T11:36:22.128643+09:00,1109,1.0,2,1.0,3,23.0,27.0
202609091603,2026-09-09,16,03R,11:49,2026-09-09T11:40:27.708051+09:00,1127,2.0,5,3.0,3,23.0,27.0
202609092108,2026-09-09,21,08R,11:50,2026-09-09T11:40:27.708051+09:00,1121,5.0,2,5.0,2,25.2,26.0
202609091407,2026-09-09,14,07R,11:51,2026-09-09T11:42:19.131800+09:00,1125,4.0,8,4.0,3,23.0,27.0
202609090403,2026-09-09,04,03R,11:53,2026-09-09T11:44:26.452206+09:00,1058,4.0,6,4.0,2,32.0,26.0
202609091304,2026-09-09,13,04R,11:59,2026-09-09T11:50:28.938515+09:00,1138,3.0,2,0.0,3,24.9,24.8
202609090503,2026-09-09,05,03R,12:01,2026-09-09T11:52:28.879439+09:00,1136,2.0,5,2.0,2,29.0,25.0
202609091704,2026-09-09,17,04R,12:12,2026-09-09T12:02:27.866540+09:00,1146,6.0,1,6.0,2,27.0,26.0
202609091104,2026-09-09,11,04R,12:14,2026-09-09T12:04:24.417702+09:00,1148,1.0,3,1.0,3,23.0,27.0
202609091604,2026-09-09,16,04R,12:20,2026-09-09T12:10:29.460944+09:00,1153,2.0,5,3.0,3,23.0,27.0
202609090404,2026-09-09,04,04R,12:22,2026-09-09T12:12:29.128079+09:00,1156,6.0,5,5.0,2,31.0,26.0
202609091408,2026-09-09,14,08R,12:21,2026-09-09T12:12:29.128079+09:00,1155,5.0,8,5.0,3,23.0,27.0
202609092109,2026-09-09,21,09R,12:24,2026-09-09T12:14:25.361671+09:00,1153,5.0,2,5.0,2,25.1,26.0
202609091305,2026-09-09,13,05R,12:29,2026-09-09T12:20:21.427937+09:00,1202,3.0,4,0.0,3,24.4,24.8
202609090504,2026-09-09,05,04R,12:31,2026-09-09T12:22:20.164476+09:00,1205,2.0,5,2.0,2,30.0,25.0
202609091105,2026-09-09,11,05R,12:44,2026-09-09T12:34:23.400030+09:00,1217,1.0,6,1.0,3,22.0,27.0
202609091705,2026-09-09,17,05R,12:43,2026-09-09T12:34:23.400030+09:00,1215,3.0,1,3.0,2,27.0,26.0
202609091605,2026-09-09,16,05R,12:50,2026-09-09T12:40:29.858760+09:00,1224,2.0,5,3.0,3,23.0,27.0
202609090405,2026-09-09,04,05R,12:52,2026-09-09T12:42:27.140094+09:00,1225,5.0,5,4.0,2,31.0,26.0
202609091409,2026-09-09,14,09R,12:52,2026-09-09T12:42:27.140094+09:00,1225,6.0,8,6.0,3,23.0,27.0
202609091306,2026-09-09,13,06R,12:56,2026-09-09T12:46:30.888700+09:00,1232,2.0,3,0.0,3,24.2,24.8
202609092110,2026-09-09,21,10R,12:58,2026-09-09T12:48:24.038125+09:00,1227,5.0,2,5.0,2,25.2,26.0
202609090505,2026-09-09,05,05R,13:01,2026-09-09T12:52:32.402791+09:00,1235,3.0,6,2.0,2,30.0,25.0
202609091706,2026-09-09,17,06R,13:09,2026-09-09T13:00:46.931489+09:00,1246,4.0,1,4.0,2,27.0,26.0
202609091106,2026-09-09,11,06R,13:15,2026-09-09T13:06:21.247486+09:00,1247,0.0,,1.0,3,23.0,27.0
202609091606,2026-09-09,16,06R,13:20,2026-09-09T13:10:23.727438+09:00,1254,4.0,6,3.0,3,23.0,27.0
202609090406,2026-09-09,04,06R,13:22,2026-09-09T13:12:25.176001+09:00,1258,4.0,5,4.0,2,31.0,26.0
202609091410,2026-09-09,14,10R,13:23,2026-09-09T13:14:20.961811+09:00,1256,5.0,8,5.0,3,22.0,27.0
202609091307,2026-09-09,13,07R,13:27,2026-09-09T13:18:25.546081+09:00,1259,4.0,4,0.0,3,23.9,24.8
202609090506,2026-09-09,05,06R,13:31,2026-09-09T13:22:24.360214+09:00,1305,3.0,5,2.0,1,30.0,25.0
202609092111,2026-09-09,21,11R,13:34,2026-09-09T13:24:31.009535+09:00,1301,5.0,2,5.0,2,24.6,26.0
202609091707,2026-09-09,17,07R,13:40,2026-09-09T13:30:22.433030+09:00,1312,4.0,2,4.0,2,27.0,26.0
202609091107,2026-09-09,11,07R,13:43,2026-09-09T13:34:23.499998+09:00,1318,2.0,1,2.0,2,23.0,27.0
202609091607,2026-09-09,16,07R,13:50,2026-09-09T13:40:30.425299+09:00,1324,3.0,5,3.0,2,23.0,27.0
202609090407,2026-09-09,04,07R,13:53,2026-09-09T13:44:27.747437+09:00,1325,6.0,5,4.0,2,30.0,26.0
202609091411,2026-09-09,14,11R,13:55,2026-09-09T13:46:27.798273+09:00,1327,5.0,8,5.0,3,23.0,27.0
202609090507,2026-09-09,05,07R,14:01,2026-09-09T13:52:23.052351+09:00,1335,3.0,6,2.0,2,30.0,25.0
202609091308,2026-09-09,13,08R,14:06,2026-09-09T13:56:27.760731+09:00,1352,2.0,4,0.0,3,22.3,24.7
202609091708,2026-09-09,17,08R,14:11,2026-09-09T14:02:25.141292+09:00,1343,5.0,2,6.0,2,27.0,26.0
202609092112,2026-09-09,21,12R,14:13,2026-09-09T14:04:23.975173+09:00,1337,5.0,2,5.0,2,24.4,26.1
202609091108,2026-09-09,11,08R,14:16,2026-09-09T14:06:30.416352+09:00,1346,2.0,1,2.0,2,23.0,26.0
202609090408,2026-09-09,04,08R,14:24,2026-09-09T14:14:26.865010+09:00,1356,3.0,5,4.0,1,31.0,26.0
202609091608,2026-09-09,16,08R,14:23,2026-09-09T14:14:26.865010+09:00,1354,3.0,5,3.0,2,23.0,27.0
202609091412,2026-09-09,14,12R,14:28,2026-09-09T14:18:29.408976+09:00,1359,5.0,8,5.0,3,22.0,27.0
202609090508,2026-09-09,05,08R,14:32,2026-09-09T14:22:24.234489+09:00,1405,3.0,7,2.0,2,30.0,25.0
202609091309,2026-09-09,13,09R,14:37,2026-09-09T14:28:33.341153+09:00,1409,3.0,2,0.0,3,21.8,24.7
202609091709,2026-09-09,17,09R,14:41,2026-09-09T14:32:30.588797+09:00,1414,6.0,2,7.0,2,27.0,26.0
202609091109,2026-09-09,11,09R,14:45,2026-09-09T14:36:25.506305+09:00,1419,3.0,2,4.0,3,22.0,26.0
202609091609,2026-09-09,16,09R,14:51,2026-09-09T14:42:32.398308+09:00,1426,3.0,5,3.0,2,24.0,27.0
202609090409,2026-09-09,04,09R,14:56,2026-09-09T14:46:34.020370+09:00,1427,5.0,5,4.0,2,30.0,26.0
202609090509,2026-09-09,05,09R,15:04,2026-09-09T14:54:23.954927+09:00,1436,1.0,1,2.0,2,27.0,25.0
202609091310,2026-09-09,13,10R,15:09,2026-09-09T15:00:55.894937+09:00,1440,0.0,,0.0,3,21.8,24.7
202609091710,2026-09-09,17,10R,15:14,2026-09-09T15:04:23.313701+09:00,1444,5.0,2,6.0,2,27.0,26.0
202609092401,2026-09-09,24,01R,15:15,2026-09-09T15:06:20.993491+09:00,1405,9.0,2,8.0,1,27.0,29.0
202609090101,2026-09-09,01,01R,15:18,2026-09-09T15:08:27.120974+09:00,1455,2.0,8,1.0,3,24.0,23.0
202609092001,2026-09-09,20,01R,15:20,2026-09-09T15:10:31.966603+09:00,1400,3.0,2,3.0,2,24.0,26.0
202609091110,2026-09-09,11,10R,15:25,2026-09-09T15:16:30.618632+09:00,1448,3.0,1,3.0,3,20.0,26.0
