場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
16,2026-09-03,17,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,安井 瑞紀,４１６　１３５１１６６４
16,2026-09-03,17,2026-08-08,2026-08-13,一般,第４４回天領杯,前原 大道,４２１４６　１３妨２２
16,2026-09-03,17,2026-07-28,2026-08-02,一般,山陽新聞社杯,坪井 爽佑,２２５　６４３４６　５３
16,2026-09-03,18,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,田中 辰彦,３　４６３４４５５　３
16,2026-09-03,18,2026-08-08,2026-08-13,一般,第４４回天領杯,村岡 賢人,２　４４１４２４１４３２
16,2026-09-03,18,2026-07-28,2026-08-02,一般,山陽新聞社杯,金子 順一,１　４４１４１５６５３６
16,2026-09-03,19,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,中村 日向,２６２１４　１２１５１１
16,2026-09-03,19,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,三浦 永理,１　１３３１１３２１[２]
16,2026-09-03,19,2026-08-08,2026-08-13,一般,第４４回天領杯,井上 大輔,５　２２１４４　１１５５
16,2026-09-03,20,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,岡本 翔太郎,１４２　２２１４５２[６]
16,2026-09-03,20,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,来田 衣織,５５２　１６２
16,2026-09-03,20,2026-08-08,2026-08-13,一般,第４４回天領杯,山口 達也,３５３　２１１１２１[２]
16,2026-09-03,21,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,山下 昂大,２５５６１３１　１６１３
16,2026-09-03,21,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,小野 桜,４　３３１　１６２５４６
16,2026-09-03,21,2026-08-08,2026-08-13,一般,第４４回天領杯,宮野 仁,６　２５２４４　転欠
16,2026-09-03,22,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,今垣 光太郎,１２２　２１２６４１[３]
16,2026-09-03,22,2026-08-08,2026-08-13,一般,第４４回天領杯,小林 愛実,６２２　４１３　１５６４
16,2026-09-03,22,2026-07-28,2026-08-02,一般,山陽新聞社杯,松下 一也,１　５１２４３２１２[４]
16,2026-09-03,23,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,南野 利騰,５　６４３　５２６６３
16,2026-09-03,23,2026-08-08,2026-08-13,一般,第４４回天領杯,三村 岳人,６　２６２　２２１５１１
16,2026-09-03,23,2026-07-28,2026-08-02,一般,山陽新聞社杯,池田 雷太,６　３５６　４６５６２
16,2026-09-03,24,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,篠田 優也,３３
16,2026-09-03,24,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,若狭 奈美子,５５３２１　３５５４３１
16,2026-09-03,24,2026-08-08,2026-08-13,一般,第４４回天領杯,川崎 智稔,６　２３６　１５６　２６
16,2026-09-03,25,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,豊田 泰洋,６　４３５　６５２　５６
16,2026-09-03,25,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,武井 莉里佳,３５１　１３３４４５１１
16,2026-09-03,25,2026-07-28,2026-08-02,一般,山陽新聞社杯,酒井 俊弘,５４１３６　４　３２６４
16,2026-09-03,26,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,戸田 海咲音,６６６　４６３　５６６
16,2026-09-03,26,2026-08-08,2026-08-13,一般,第４４回天領杯,岡本 亜子,６　６６５　６６６　６６
16,2026-09-03,26,2026-07-28,2026-08-02,一般,山陽新聞社杯,高橋 二朗,４　４６５　５５４　４４
16,2026-09-03,27,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,直江 健成,６　６６６　６６５　６６
16,2026-09-03,27,2026-08-08,2026-08-13,一般,第４４回天領杯,貫地谷 直人,４　３２５　５６３　２４
16,2026-09-03,27,2026-07-28,2026-08-02,一般,山陽新聞社杯,笹木 香吾,１転
16,2026-09-03,28,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,小芦 るり華,２６５３４４１
16,2026-09-03,28,2026-07-28,2026-08-02,一般,山陽新聞社杯,砂長 知輝,５６３２２１１　２６１２
16,2026-09-03,28,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,木山 誠一,６６３　５　６６２　４
16,2026-09-03,29,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,鶴本 崇文,４　５４３６６４
16,2026-09-03,29,2026-08-08,2026-08-13,一般,第４４回天領杯,前原 哉,６５６　６　４６４　１５
16,2026-09-03,29,2026-07-28,2026-08-02,一般,山陽新聞社杯,松本 浩貴,４　２６２４５　４６５５
16,2026-09-03,30,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,鶴田 勇雄,６２４　６２５１１　４４
16,2026-09-03,30,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,藤原 早菜,２　１４４４５４４２４５
16,2026-09-03,30,2026-08-08,2026-08-13,一般,第４４回天領杯,平尾 崇典,１１２　２２１６落２[４]
16,2026-09-03,31,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,塚田 修二,３６６　６４５　４６４
16,2026-09-03,31,2026-08-08,2026-08-13,一般,第４４回天領杯,向井田 直弥,５５５　５６６　６　３４
16,2026-09-03,31,2026-07-28,2026-08-02,一般,山陽新聞社杯,今村 暢孝,１　２５４２１３２５１妨
16,2026-09-03,32,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,今井 貴士,２　４３１２４３４３５４
16,2026-09-03,32,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,南 彩寧,５１６　２４４　１３５６
16,2026-09-03,32,2026-07-28,2026-08-02,一般,山陽新聞社杯,古結 宏,２１４４２　３５５６１３
16,2026-09-03,33,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,川崎 智幸,４　４１３２２４２３１６
16,2026-09-03,33,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,渡邉 真奈美,１３２　３６２　１６１４
16,2026-09-03,33,2026-08-08,2026-08-13,一般,第４４回天領杯,今出 晋二,６　３４６　２５４　３５
16,2026-09-03,34,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,近藤 来希,　　　　　　　　　　４４
16,2026-09-03,34,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,根岸 真優,１４５　５５６　２４５２
16,2026-09-03,34,2026-08-08,2026-08-13,一般,第４４回天領杯,茅原 悠紀,３３２　３１１１２１[１]
16,2026-09-03,35,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,小坂 風太,６６５　５３３　５５３
16,2026-09-03,35,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,喜多須 杏奈,３３２　１３落　１２[６]
16,2026-09-03,35,2026-08-08,2026-08-13,一般,第４４回天領杯,藤原 啓史朗,３４１１３３１　２３[３]
16,2026-09-03,36,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,抹香 雄三,３５３　４３５　２３３１
16,2026-09-03,36,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,田口 節子,３　１１２３２１２１[３]
16,2026-09-03,36,2026-08-08,2026-08-13,一般,第４４回天領杯,岡谷 健吾,３２３　４２２　２４３３
16,2026-09-03,37,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,樋口 範政,２４２　２１２３３５１４
16,2026-09-03,37,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,守屋 美穂,１２２　１２３１３１[１]
16,2026-09-03,37,2026-08-08,2026-08-13,一般,第４４回天領杯,立間 充宏,２３１　２４２５２２[５]
16,2026-09-03,38,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,長尾 萌加,１４１　５５２　１２Ｆ３
16,2026-09-03,38,2026-08-08,2026-08-13,一般,第４４回天領杯,峰重 力也,３　１１６６４５４　３
16,2026-09-03,38,2026-07-28,2026-08-02,一般,山陽新聞社杯,千葉 真弥,３　６３１２２３１４２４
16,2026-09-03,39,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,石倉 洋行,１３１２３１２　５１[１]
16,2026-09-03,39,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,森田 梨湖,５　５５６
16,2026-09-03,39,2026-08-08,2026-08-13,一般,第４４回天領杯,林 祐介,４　３５４　５１３　４３
16,2026-09-03,40,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,久保 翔耶,４６６　６６６　６　６６
16,2026-09-03,40,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,池田 奈津美,妨６
16,2026-09-03,40,2026-07-28,2026-08-02,一般,山陽新聞社杯,佐藤 旭,３　３４４６３　４２２３
16,2026-09-03,41,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,泉 啓文,２５５　２２１　６５２２
16,2026-09-03,41,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,真子 奈津実,２１４　５５１　１４１５
16,2026-09-03,41,2026-08-08,2026-08-13,一般,第４４回天領杯,金田 大輔,１　２６５５６　５　１１
16,2026-09-03,42,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,横田 貴満,３　２５５５３４
16,2026-09-03,42,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,寺田 千恵,３２４４２　４１１２[４]
16,2026-09-03,42,2026-08-08,2026-08-13,一般,第４４回天領杯,森 智哉,１５５　３２４　１４Ｆ
16,2026-09-03,43,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,若林 麗,６　３６５　４２６６５
16,2026-09-03,43,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,堀之内紀代子,１　１１４６２４２３３２
16,2026-09-03,43,2026-07-28,2026-08-02,一般,山陽新聞社杯,香川 陽太,５３１　４３４２１２[５]
16,2026-09-03,44,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,日笠 勝弘,５　２３１　１２２４６６
16,2026-09-03,44,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,瀧川 千依,３　１５２　１６４３１６
16,2026-09-03,44,2026-08-08,2026-08-13,一般,第４４回天領杯,浜崎 準也,６４４　１２１　３５３２
16,2026-09-03,45,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,岡部 浩,４　１５６　３５５６４
16,2026-09-03,45,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,高田 綾,６３６　３５３　３５６１
16,2026-09-03,45,2026-08-08,2026-08-13,一般,第４４回天領杯,阪本 勇介,４　４４６　５５５　２４
16,2026-09-03,46,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,山田 祐也,１１６　２１４２３１[２]
16,2026-09-03,46,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,中曽 瑠華,６　４５６　４５３　５６
16,2026-09-03,46,2026-07-28,2026-08-02,一般,山陽新聞社杯,山口 晃朋,４６６１５５４　４　６４
16,2026-09-03,47,2026-07-28,2026-08-02,一般,山陽新聞社杯,宇留田 翔平,３転
16,2026-09-03,47,2026-07-17,2026-07-22,ＧⅢ,第２５回シモデンカップ,羽野 諒,３　３５１４６　６６３
16,2026-09-03,47,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,佐藤 航,２６２２１１３２[３]
16,2026-09-03,48,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,古場 輝義,３３３　４６３
16,2026-09-03,48,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,植竹 玲奈,６　６６３　５５４　５５
16,2026-09-03,48,2026-07-28,2026-08-02,一般,山陽新聞社杯,今井 美亜,１３２　６６５６３　３１
16,2026-09-03,49,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,濱崎 誠,２　４１３　６６３４２２
16,2026-09-03,49,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,西岡 育未,４４５　５　１６３　４４
16,2026-09-03,49,2026-08-08,2026-08-13,一般,第４４回天領杯,渡邉 和将,２１３１３２３　３１４
16,2026-09-03,50,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,土屋 千明,２　２６２１２３２４１２
16,2026-09-03,50,2026-08-08,2026-08-13,一般,第４４回天領杯,薮内 瑞希,５４５　２　５５２　５６
16,2026-09-03,50,2026-07-28,2026-08-02,一般,山陽新聞社杯,海野 康志郎,３１１　３４１３１３２１
16,2026-09-03,51,2026-06-21,2026-06-26,一般,サッポロビールカップ,大崎 翔,５　２４６　２６
16,2026-09-03,51,2026-06-11,2026-06-16,一般,新選手宿舎完成記念　第４２回日本ＭＢ選手会代表杯,石田 勇斗,５　４３６　３２５　２５
16,2026-09-03,51,2026-05-19,2026-05-23,一般,ＢＯＡＴＢｏｙカップ,松本 浩貴,１５５　４６
16,2026-09-03,52,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,入海 馨,６３２　１３１３１２[４]
16,2026-09-03,52,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,長嶋 万記,３２３５３２５　Ｆ３４
16,2026-09-03,52,2026-07-28,2026-08-02,一般,山陽新聞社杯,薗頭 心,６６６　６　６６６４６
16,2026-09-03,53,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,海野 ゆかり,３４４２４　１２５４２５
16,2026-09-03,53,2026-08-08,2026-08-13,一般,第４４回天領杯,妹尾 忠幸,１２４３３　２４２４５１
16,2026-09-03,53,2026-07-28,2026-08-02,一般,山陽新聞社杯,山本 浩次,２　４４６５４　５１２４
16,2026-09-03,54,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,丹下 将,１　１３６５４５２　４４
16,2026-09-03,54,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,喜井 つかさ,２　２１２２１３３Ｆ落
16,2026-09-03,54,2026-07-28,2026-08-02,一般,山陽新聞社杯,奥田 誠,３　２３５６５５３　２２
16,2026-09-03,55,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,高岡 竜也,５１４４４３妨　１　５５
16,2026-09-03,55,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,山本 梨菜,２１２１３　５４３Ｆ２
16,2026-09-03,55,2026-08-08,2026-08-13,一般,第４４回天領杯,福嶋 智之,４転６　４　１４３　２５
16,2026-09-03,56,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,中村 かなえ,エ　２４３５５　６６２２
16,2026-09-03,56,2026-08-08,2026-08-13,一般,第４４回天領杯,長谷川 雅和,４４１　１６２　４３[６]
16,2026-09-03,56,2026-07-28,2026-08-02,一般,山陽新聞社杯,上田 隆章,６　５６１　３５４３１５
16,2026-09-03,57,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,西澤 日花里,５　２６５　４６５　４３
16,2026-09-03,57,2026-08-08,2026-08-13,一般,第４４回天領杯,島川 光男,２６１４２　４　５６４４
16,2026-09-03,57,2026-07-28,2026-08-02,一般,山陽新聞社杯,早川 尚人,４３５　３３２　６４４２
16,2026-09-03,58,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,山下 大輝,４６
16,2026-09-03,58,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,藤田 美代,５　３４４　２４２　５３
16,2026-09-03,58,2026-08-08,2026-08-13,一般,第４４回天領杯,長尾 萌加,３　３６３　３６３　６６
16,2026-09-03,59,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,重木 輝彦,４４１２３６１　１３２２
16,2026-09-03,59,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,恵良 琴美,６　４３６　３３６　１４
16,2026-09-03,59,2026-08-08,2026-08-13,一般,第４４回天領杯,岩津 徹郎,５３１　１５３　５６１６
16,2026-09-03,60,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,松尾 宣邦,１　５３１４４　２６１５
16,2026-09-03,60,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,土屋 南,２４３　４６２２５１４３
16,2026-09-03,60,2026-08-08,2026-08-13,一般,第４４回天領杯,山田 佑樹,３１５　５１３　沈
16,2026-09-03,61,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,西岡 蒼志,３　１妨４　１３２　３２
16,2026-09-03,61,2026-08-08,2026-08-13,一般,第４４回天領杯,吉田 拡郎,１６３２３　２２３６１３
16,2026-09-03,61,2026-07-28,2026-08-02,一般,山陽新聞社杯,齋藤 真之,１　５６２５２４２　３１
16,2026-09-03,62,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,赤坂 俊輔,１５４転
16,2026-09-03,62,2026-08-08,2026-08-13,一般,第４４回天領杯,末永 由楽,３５１　１６５　１２２５
16,2026-09-03,62,2026-07-28,2026-08-02,一般,山陽新聞社杯,久田 武,１５２　５５３２１６４５
16,2026-09-03,63,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,畑 和宏,５５５　５１２６２　２３
16,2026-09-03,63,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,小林 愛実,　　　　　　　　　　３５
16,2026-09-03,63,2026-08-08,2026-08-13,一般,第４４回天領杯,山本 寛久,１　５６５３３　４４１
16,2026-09-03,64,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,草川 壮良,１２３　６６５　６３１６
16,2026-09-03,64,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,倉持 莉々,２３１３３１２　３３２１
16,2026-09-03,64,2026-08-08,2026-08-13,一般,第４４回天領杯,福田 理,２　４５４　２３５１４
16,2026-09-03,65,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,吉永 則雄,４１３６５　２５１　５５
16,2026-09-03,65,2026-08-08,2026-08-13,一般,第４４回天領杯,木山 大聖,３２６　４　１３３２５２
16,2026-09-03,65,2026-07-28,2026-08-02,一般,山陽新聞社杯,谷口 丞,６　１１３１３４２２[１]
16,2026-09-03,66,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,島田 一生,５　３５５　２３５３３６
16,2026-09-03,66,2026-08-08,2026-08-13,一般,第４４回天領杯,池上 隆行,５５４　６５５
16,2026-09-03,66,2026-07-28,2026-08-02,一般,山陽新聞社杯,中村 晃朋,１５２３１２１　３１[２]
16,2026-09-03,67,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,梅原 祥平,　　　　　　　　３２５２
16,2026-09-03,67,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,前原 哉,６　５４５　６５４　１２
16,2026-09-03,67,2026-08-08,2026-08-13,一般,第４４回天領杯,山地 正樹,１　３３４１４　６３２６
16,2026-09-03,68,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,堤 啓輔,５　２２１　３５４６２１
16,2026-09-03,68,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,野田部 宏子,４　５６６　６６
16,2026-09-03,68,2026-08-08,2026-08-13,一般,第４４回天領杯,岡瀬 正人,２　６５５４２　３４１
16,2026-09-03,69,2026-08-29,2026-09-03,一般,ＢＴＳ松江開設２６周年記念競走,吉田 一郎,２　１４４４３１１２[５]
16,2026-09-03,69,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,濱崎 寿里矢,６　３６２　４５５　２６
16,2026-09-03,69,2026-08-08,2026-08-13,一般,第４４回天領杯,白神 優,４　５２１５３３１　１３
16,2026-09-03,70,2026-08-18,2026-08-23,一般,ヴィーナスシリーズ第１０戦　第１６回クラリスカップ,福岡 泉水,４　４５４　３５５　４３
16,2026-09-03,70,2026-07-28,2026-08-02,一般,山陽新聞社杯,久富 政弘,４５４５５　６６５　６
16,2026-09-03,70,2026-07-09,2026-07-13,一般,ＢＴＳ岡山わけ開設５周年記念競走,木場 雄二郎,５２６　５４６　５４
16,2026-09-03,71,2023-11-02,2023-11-07,一般,第５回児島商工会議所会頭賞,真庭 明志,１２１　５５２　１６１５
16,2026-09-03,71,2023-10-23,2023-10-28,一般,倉敷市議会議長杯,井川 大作,１６５　３４６　３５４４
16,2026-09-03,71,2023-10-02,2023-10-07,一般,大阪スポーツ杯,嶋 義信,６　１３２２４４２５２４
16,2026-09-03,72,2023-11-02,2023-11-07,一般,第５回児島商工会議所会頭賞,浜野 孝志,５　２５５　３４２５５２
16,2026-09-03,72,2023-10-23,2023-10-28,一般,倉敷市議会議長杯,雑賀 勇貴,６３５　５２５　５３２
16,2026-09-03,72,2023-10-11,2023-10-16,一般,創刊75周年記念スポーツニッポン杯,横川 聖志,５４１　１６２５２５３１
