場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
09,2026-09-08,16,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,平田 さやか,２４１　２２２　５２[５]
09,2026-09-08,16,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,松下 一也,６　２４１５５　５５２
09,2026-09-08,17,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,金田 幸子,４６４　３２６　３　５１
09,2026-09-08,17,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,宇恵 有香,５３６　２５４　４　４２
09,2026-09-08,17,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,近江 翔吾,２　１５５１４４１４２２
09,2026-09-08,18,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,羽野 直也,２３２　落
09,2026-09-08,18,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,白石 有美,３　３４３　４５４２２６
09,2026-09-08,18,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,新田 雄史,１１４４１　６Ｆ２　３
09,2026-09-08,19,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,広次 修,３３５　４６３　３　３１
09,2026-09-08,19,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,松下 誉士,５　３６３　６５６　６５
09,2026-09-08,19,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,齋藤 和政,５　６５
09,2026-09-08,20,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,宮地 元輝,１　４　４４３４１５１
09,2026-09-08,20,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,深尾 巴恵,４６６　５６１　６　１５
09,2026-09-08,20,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,佐藤 旭,２　４３３　３４４６５６
09,2026-09-08,21,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,新田 雄史,６２１　２２Ｆ
09,2026-09-08,21,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,菊池 宏志,６　３６２　４６６　６５
09,2026-09-08,21,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,荒川 健太,５３１５３　１　２５１５
09,2026-09-08,22,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,佐々木 完太,３４３　６　２５６４６
09,2026-09-08,22,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,松本 庸平,３４６　１５２　３５３
09,2026-09-08,22,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,天野 友和,４２４
09,2026-09-08,23,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,石本 裕武,２　１５３　１　２　[２]
09,2026-09-08,23,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,篠木 亜衣花,５　４５５　５３６　２３
09,2026-09-08,23,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,中野 孝二,１５５　２　４５３　５５
09,2026-09-08,24,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,金子 拓矢,１５２　１３４　４　２２
09,2026-09-08,24,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,松尾 充,３２１　４１３１４２[４]
09,2026-09-08,24,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,吉原 聖人,５１４　３６５　４４１
09,2026-09-08,25,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,砂長 知輝,６５５　２　６２５　２
09,2026-09-08,25,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,黒崎 竜也,１　２２３３２４３４１３
09,2026-09-08,25,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,土性 雅也,３　３５
09,2026-09-08,26,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,青木 玄太,４　３１３　３　６　１３
09,2026-09-08,26,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,木下 陽介,３６３　１４５　１　３４
09,2026-09-08,26,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,岡 祐臣,１２３　６５３２１４２４
09,2026-09-08,27,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,平本 真之,２５５　５５１　２２３
09,2026-09-08,27,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,佐々木 裕美,転６５　６　２６
09,2026-09-08,27,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,亀本 勇樹,４　５４４　４４
09,2026-09-08,28,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,福島 勇樹,５１２　１４４　５　１５
09,2026-09-08,28,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,本部 めぐみ,３　６６２　２
09,2026-09-08,28,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,龍田 真白,６　６６２　５６６　５
09,2026-09-08,29,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,小林 甘寧,５　５２５　２　１４２３
09,2026-09-08,29,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,山崎 裕司,６　６２１　６５１　４１
09,2026-09-08,29,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,岡部 貴司,３　６
09,2026-09-08,30,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,高野 哲史,２　２５１　４　５　１４
09,2026-09-08,30,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,塩崎 桐加,１１２　５３２　２３[３]
09,2026-09-08,30,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,中嶋 健一郎,１６１　２３１３４３４１
09,2026-09-08,31,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,松田 祐季,６　４　３５１　５６４
09,2026-09-08,31,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,清水 愛海,６　１１１１１１１１[１]
09,2026-09-08,31,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,市川 美宏,４４５　６　２６６　２４
09,2026-09-08,32,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,豊田 健士郎,２　２３２　３６２３２
09,2026-09-08,32,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,佐藤 右京,２　４３１　２２６４５５
09,2026-09-08,32,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,鈴木 成美,４　２６６　３６６　４６
09,2026-09-08,33,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,白神 優,３　４６６　１　２５５４
09,2026-09-08,33,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,鈴木 祐美子,５　２５４　４　２６４３
09,2026-09-08,33,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,豊田 結,６２３　６６５　４　６６
09,2026-09-08,34,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,山川 波乙,１５４　６５５　５　６５
09,2026-09-08,34,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,倉尾 大介,３　Ｆ４５
09,2026-09-08,34,2026-07-18,2026-07-23,ＧⅢ,第１３回イースタンヤング,大澤 風葵,６３１　１　２４Ｆ　４
09,2026-09-08,35,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,関 浩哉,１１６　１２２　１　[４]
09,2026-09-08,35,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,澁川 夏,１　４６４６２　２５１Ｆ
09,2026-09-08,35,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,澤 大介,５５２　４　４４５　４４
09,2026-09-08,36,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,末永 和也,４　５４１　２３２　[３]
09,2026-09-08,36,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,加藤 綾,１２５　５３２　４５１５
09,2026-09-08,36,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,田中 和也,１１２３４３５　１３１２
09,2026-09-08,37,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,柳生 泰二,４１１　４　Ｆ６３　３
09,2026-09-08,37,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,豊田 健士郎,１２３　１１１２１１[２]
09,2026-09-08,37,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,小川 日紀太,６５１　６５４　３６６
09,2026-09-08,38,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,澤田 尚也,５　２　５１２　４１５２
09,2026-09-08,38,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,國分 将太郎,１２１　５３６　１３[４]
09,2026-09-08,38,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,井口 佳典,１３１　５４２１１２[５]
09,2026-09-08,39,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,山崎 郡,４４５　２５６　２　４２
09,2026-09-08,39,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,谷口 丞,２　３６１３５　１６１３
09,2026-09-08,39,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,藤原 孝斗,２４５　４５１　５４３
09,2026-09-08,40,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,若林 義人,２　６　６３４　３１４３
09,2026-09-08,40,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,堀本 和也,３２１　２　１１２２[１]
09,2026-09-08,40,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,中村 守成,６　４５５　２５５　６
09,2026-09-08,41,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,高橋 竜矢,５　２２４　１　６　１５
09,2026-09-08,41,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,高田 ひかる,１５３１１１３　４１[３]
09,2026-09-08,41,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,國崎 良春,３４３　５６１　３２３５
09,2026-09-08,43,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,渡辺 浩司,３３１　２　２４４　３４
09,2026-09-08,43,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,山田 和佐,４１１　４　４Ｆ３　２
09,2026-09-08,43,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,板頭 里緒,５　６６６　６６６　６
09,2026-09-08,44,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,遠藤 エミ,４２６　１　４１５　１６
09,2026-09-08,44,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,谷川 祐一,２２３　５５５　２　４１
09,2026-09-08,44,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,平瀬 城啓,１　４４３２５　３６１４
09,2026-09-08,45,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,中尾 彩香,３　２４１４６　６転４６
09,2026-09-08,45,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,小森 信雄,３　１３５６２　４６２５
09,2026-09-08,45,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,武田 光史,２　２
09,2026-09-08,46,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,松田 淳平,５４２　６１２　４４４１
09,2026-09-08,46,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,大崎 翔,５　２６４　２４２　３２
09,2026-09-08,46,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,柴田 友和,５６２
09,2026-09-08,47,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,井上 一輝,３１１　２　６５３　１６
09,2026-09-08,47,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,新田 泰章,４６２　２１１　１１[２]
09,2026-09-08,47,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,重木 輝彦,３６３
09,2026-09-08,48,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,菊地 孝平,１３２　１　３１１　[１]
09,2026-09-08,48,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,三嶌 こころ,２４１　４Ｆ５　３　２
09,2026-09-08,48,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,上野 拓馬,５５１　６３５　２　２５
09,2026-09-08,49,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,塩田 北斗,３　１　３６２　６　５３
09,2026-09-08,49,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,安田 吉宏,６５５　５　４２６　６
09,2026-09-08,49,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,森 竜也,２３５　４２４　１６３
09,2026-09-08,50,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,高田 ひかる,５　１３５　５　３４６６
09,2026-09-08,50,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,平田 健之佑,１　１３６　１５２５４４
09,2026-09-08,50,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,石田 政吾,２　３３１４５６６　２３
09,2026-09-08,51,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,桐生 順平,１　３２３　２２１　[５]
09,2026-09-08,51,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,小林 愛実,３　３３３　２３１６１２
09,2026-09-08,51,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,春園 功太,４６１４２　４２１５３４
09,2026-09-08,52,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,木村 仁紀,５　３　１３５　４２５３
09,2026-09-08,52,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,金子 怜央,４　６６６　６　５　６６
09,2026-09-08,52,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,金子 萌,５　６３
09,2026-09-08,53,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,大池 佑来,５　５　３５５　５４６
09,2026-09-08,53,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,田中 駿兵,１２１　２１３３５３[６]
09,2026-09-08,53,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,木山 和幸,６３４
09,2026-09-08,54,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,篠崎 仁志,１６４　４　３５１４６
09,2026-09-08,54,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,石村 日奈那,５　５１４　６５４　３２
09,2026-09-08,54,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,浜野 孝志,３　４２４　１３３５５１
09,2026-09-08,55,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,山口 剛,２　４６６４４　５　４
09,2026-09-08,55,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,下河 雅史,５　４４５　３５６　５４
09,2026-09-08,55,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,森 貴洋,３６３　２６６　３　６４
09,2026-09-08,56,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,黒井 達矢,３　２５４　５　４４４５
09,2026-09-08,56,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,渡邊 雄斗,２５１　５４１　３３１６
09,2026-09-08,56,2026-07-18,2026-07-23,ＧⅢ,第１３回イースタンヤング,飛田 江己,４３５　２３２　１１１３
09,2026-09-08,57,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,井本 昌也,５　５１６　１３
09,2026-09-08,57,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,表 健太,３３５　５４５　５　５５
09,2026-09-08,57,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,上田 龍星,４３５
09,2026-09-08,58,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,宮之原 輝紀,２　５１６
09,2026-09-08,58,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,宇留田 翔平,３４２　３６５　４　５２
09,2026-09-08,58,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,松田 祐季,５１１　１１１１１１[１]
09,2026-09-08,59,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,渡邉 和将,４　５３６　５１２５６
09,2026-09-08,59,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,角 ひとみ,１　６６４　３４１４６３
09,2026-09-08,59,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,畑 竜生,転　５４２　６１３　１３
09,2026-09-08,60,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,尾嶋 一広,６　４　３２６　６６３
09,2026-09-08,60,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,石井 裕美,３４３　６　５６４　５４
09,2026-09-08,60,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,長野 未来,６６６　６５６　６　６
09,2026-09-08,61,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,中村 晃朋,５　４Ｆ２　５　３　５
09,2026-09-08,61,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,吉永 浩則,２　３６４　５５５
09,2026-09-08,61,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,船岡 洋一郎,４５１１４　１３２４３
09,2026-09-08,62,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,海野 康志郎,５１２　３４６３３６１２
09,2026-09-08,62,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,吉川 昭男,４　４５２　４５６　５１
09,2026-09-08,62,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,飯田 庄吾,６　４６５　３３４　４２
09,2026-09-08,63,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,井上 忠政,３　６４３３１　３１[５]
09,2026-09-08,63,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,一ノ木 匠,６４６　６４６　６　５
09,2026-09-08,63,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,濱野 斗馬,３１２４６３２　１５１２
09,2026-09-08,64,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,川原 祐明,６６３　５　１６４　４
09,2026-09-08,64,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,池田 剛規,４３２　３５５　４２[３]
09,2026-09-08,64,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,松尾 拓,４　５４３　３１３１３
09,2026-09-08,65,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,吉武 真也,６５６　５３６　５　６
09,2026-09-08,65,2026-07-10,2026-07-14,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,宮脇 遼太,６　５５
09,2026-09-08,65,2026-07-03,2026-07-06,一般,サンケイスポーツ杯,伊藤 啓三,４　５５３４６３
09,2026-09-08,66,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,中田 竜太,１　６２６　４　１２５５
09,2026-09-08,66,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,平高 奈菜,２３３　４Ｆ３　３　３
09,2026-09-08,66,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,熊倉 幹太,６６５　６６６　６　６６
09,2026-09-08,67,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,下出 卓矢,６　１　５６１　１６３３
09,2026-09-08,67,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,星野 太郎,３　１５１　４５５４３２
09,2026-09-08,67,2026-07-27,2026-08-01,一般,熱いぜ！夏男大集合,上條 嘉嗣,２　１
09,2026-09-08,68,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,井口 佳典,３　３４１　４３４　２２
09,2026-09-08,68,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,清埜 翔子,５５１　２６４　３３[６]
09,2026-09-08,68,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,中北 将史,２６５　１４２　２２５
09,2026-09-08,69,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,白井 英治,４２３　５　２１３　５１
09,2026-09-08,69,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,津久井 拓也,６　２４２３４　２６３３
09,2026-09-08,69,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,木村 光宏,５３１　３４６　２６５２
09,2026-09-08,70,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,春園 功太,１　５　６６３　６２２２
09,2026-09-08,70,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,中谷 朋子,２　２５２　３６１２[４]
09,2026-09-08,70,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,島田 賢人,１４１　６３４２１３１３
09,2026-09-08,71,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,鎌倉 涼,４　６３１　５６６６１
09,2026-09-08,71,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,河野 真也,２４５　５２４　５　２５
09,2026-09-08,71,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,岸本 雄貴,２　６６２２４　１３２
09,2026-09-08,72,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,尾上 雅也,３　６６５　６６５　３
09,2026-09-08,72,2026-08-25,2026-08-30,一般,男女Ｗ優勝戦,深水 慎一郎,６　５３１　６４４　１２
09,2026-09-08,72,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,石塚 裕介,５　２５５　１２６５１
09,2026-09-08,73,2026-09-03,2026-09-08,ＧⅠ,開設７４周年記念　ツッキー王座決定戦,西村 拓也,４　１６２　２　３　１１
09,2026-09-08,73,2026-08-15,2026-08-20,一般,中京スポーツ納涼しぶき杯争奪戦,中野 孝二,５　３３４　４４５　２Ｆ
09,2026-09-08,73,2026-08-05,2026-08-10,一般,開設１１周年記念ＢＴＳ名張モンスターカップ,中山 将,１３３Ｆ２　３　３　３
09,2026-09-08,74,2025-12-15,2025-12-18,一般,日本モーターボート選手会会長賞,宇留田 翔平,１　４２５４１５
09,2026-09-08,74,2025-12-06,2025-12-11,一般,津ＰＲ第３戦津王者決定戦,南 佑典,１４４　３１５　３４２４
09,2026-09-08,74,2025-11-27,2025-12-02,一般,金氏高麗人参株式会社　神秘の健康力杯,松本 真広,６６４　５２４　６　２２
09,2026-09-08,75,2025-12-15,2025-12-18,一般,日本モーターボート選手会会長賞,菅沼 佳昭,５　３３２６６４
09,2026-09-08,75,2025-12-06,2025-12-11,一般,津ＰＲ第３戦津王者決定戦,岡田 憲行,４４５　６４３　２　２２
09,2026-09-08,75,2025-11-27,2025-12-02,一般,金氏高麗人参株式会社　神秘の健康力杯,花田 和明,１　６４４　１５５４１
09,2026-09-08,76,2025-12-15,2025-12-18,一般,日本モーターボート選手会会長賞,近藤 雄一郎,３６６２２　２５
09,2026-09-08,76,2025-12-06,2025-12-11,一般,津ＰＲ第３戦津王者決定戦,伯母 芳恒,２３２　４３２　２３６１
09,2026-09-08,76,2025-11-27,2025-12-02,一般,金氏高麗人参株式会社　神秘の健康力杯,平田 さやか,１　２５５１３５６　１５
10,2026-09-08,11,2026-09-03,2026-09-08,一般,三国港解禁ふくい甘えび杯,島村 隆幸,１１４４２２１　３５２５
10,2026-09-08,11,2026-08-04,2026-08-09,一般,ＢＯＡＴＢｏｙカップ,深井 利寿,３　２２１４３３２２[６]
10,2026-09-08,11,2026-07-27,2026-08-01,一般,夏盛り！！三国観光産業社長杯,山ノ内 雅人,４３１３３５１　５６１５
10,2026-09-08,12,2026-08-24,2026-08-29,一般,ヴィーナスシリーズ第１１戦三国プリンセスカップ,今井 美亜,３４１３２　４１２２[５]
10,2026-09-08,12,2026-08-14,2026-08-19,一般,第５４回しぶき賞,吉田 慎二郎,３３４６１３２　１６４６
10,2026-09-08,12,2026-08-04,2026-08-09,一般,ＢＯＡＴＢｏｙカップ,馬野 耀,４　２２１６４１２３２１
10,2026-09-08,13,2026-08-24,2026-08-29,一般,ヴィーナスシリーズ第１１戦三国プリンセスカップ,嶋田 有里,２　４３６５４　４　５４
