レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609091405,2026-09-09,14,05R,10:51,2026-09-09T10:42:22.948619+09:00,1,46.5,0.5,6.9,0.0,47.0,0.0,6.98,0.0,51.3,0.0,6.92,0.0,47.1,0.0,7.03,0.0,46.5,0.5,6.9,0.5,46.0,1.0,7.01,0.5
202609091601,2026-09-09,16,01R,10:54,2026-09-09T10:44:22.971953+09:00,1,52.0,0.0,6.75,0.0,51.5,0.5,6.8,0.0,46.5,0.5,6.76,-0.5,48.0,0.0,6.88,-0.5,52.0,0.0,6.89,0.0,54.5,0.0,6.94,-0.5
202609090401,2026-09-09,04,01R,10:55,2026-09-09T10:46:22.397855+09:00,1,47.6,0.0,7.02,0.0,45.0,2.0,7.15,0.0,55.2,0.0,7.19,0.5,47.8,0.0,7.09,0.0,47.2,0.0,7.14,0.0,46.0,1.0,7.08,0.0
202609090501,2026-09-09,05,01R,11:03,2026-09-09T10:54:25.169378+09:00,1,52.0,0.0,6.8,-0.5,52.3,0.0,6.78,-0.5,51.5,0.5,6.76,0.0,56.1,0.0,6.74,0.0,53.1,0.0,6.77,0.0,53.5,0.0,6.78,-0.5
202609091102,2026-09-09,11,02R,11:06,2026-09-09T10:56:28.498509+09:00,1,51.0,1.0,6.73,0.0,52.3,0.0,6.69,0.0,52.8,0.0,6.76,0.0,52.2,0.0,6.75,-0.5,53.0,0.0,6.7,0.0,52.1,0.0,6.7,0.0
202609091302,2026-09-09,13,02R,11:09,2026-09-09T11:01:01.646580+09:00,1,52.6,0.0,7.08,-0.5,52.0,0.0,6.98,0.0,52.0,0.0,6.99,0.0,51.0,1.0,7.04,0.0,52.0,0.0,6.9,0.0,52.8,0.0,7.02,0.0
202609091702,2026-09-09,17,02R,11:11,2026-09-09T11:01:01.646580+09:00,1,52.5,0.0,6.95,0.0,56.2,0.0,6.79,0.0,52.4,0.0,6.86,-0.5,52.0,0.0,6.91,0.0,52.0,0.0,6.79,0.0,52.9,0.0,6.88,0.0
202609092107,2026-09-09,21,07R,11:18,2026-09-09T11:08:23.916383+09:00,1,50.5,1.5,6.83,0.5,52.0,0.0,6.76,0.0,48.1,0.0,6.76,0.0,52.0,0.0,6.8,0.5,52.0,0.0,6.78,0.0,54.3,0.0,6.83,0.5
202609091406,2026-09-09,14,06R,11:21,2026-09-09T11:12:23.719424+09:00,1,47.5,0.0,6.94,0.0,47.1,0.0,7.04,0.5,47.0,0.0,7.11,0.0,47.0,0.0,7.02,0.0,53.5,0.0,7.1,0.0,47.0,0.0,6.95,0.0
202609090402,2026-09-09,04,02R,11:24,2026-09-09T11:14:20.737078+09:00,1,47.5,0.0,7.06,0.5,50.7,0.0,7.08,0.0,50.3,0.0,7.04,0.5,49.4,0.0,7.06,0.5,46.0,1.0,7.04,0.5,45.5,1.5,7.06,0.0
202609091602,2026-09-09,16,02R,11:23,2026-09-09T11:14:20.737078+09:00,1,53.7,0.0,6.95,0.0,47.2,0.0,6.9,-0.5,53.2,0.0,6.93,-0.5,54.1,0.0,6.87,-0.5,53.1,0.0,6.74,0.0,52.0,0.0,6.76,-0.5
202609090502,2026-09-09,05,02R,11:32,2026-09-09T11:22:30.608460+09:00,1,52.0,0.0,6.77,0.0,52.8,0.0,6.79,0.0,52.3,0.0,6.77,0.0,54.1,0.0,6.79,0.0,53.5,0.0,6.78,0.0,52.7,0.0,6.85,0.0
202609091303,2026-09-09,13,03R,11:35,2026-09-09T11:26:28.673910+09:00,1,53.0,0.0,6.93,0.0,53.4,0.0,7.02,0.0,51.5,0.5,6.98,0.5,51.0,1.0,6.96,0.0,52.0,0.0,6.9,0.0,56.5,0.0,6.99,0.0
202609091703,2026-09-09,17,03R,11:43,2026-09-09T11:34:22.878940+09:00,1,53.1,0.0,6.94,-0.5,53.8,0.0,6.86,-0.5,56.2,0.0,6.79,0.0,54.1,0.0,6.87,-0.5,55.4,0.0,6.83,-0.5,52.5,0.0,6.82,-0.5
202609091103,2026-09-09,11,03R,11:45,2026-09-09T11:36:22.128643+09:00,1,52.9,0.0,6.78,0.0,52.0,0.0,6.76,0.0,52.3,0.0,6.87,0.0,52.0,0.0,6.92,0.0,53.2,0.0,6.84,0.0,55.8,0.0,6.82,0.0
202609091603,2026-09-09,16,03R,11:49,2026-09-09T11:40:27.708051+09:00,1,50.5,1.5,6.84,-0.5,54.7,0.0,6.84,0.0,52.1,0.0,6.86,-0.5,54.9,0.0,6.86,-0.5,53.0,0.0,6.93,-0.5,52.4,0.0,6.87,0.0
202609092108,2026-09-09,21,08R,11:50,2026-09-09T11:40:27.708051+09:00,1,54.6,0.0,6.83,0.0,55.0,0.0,6.82,0.0,49.6,0.0,6.83,0.0,64.9,0.0,6.87,0.0,53.7,0.0,6.85,0.0,51.0,1.0,6.76,0.0
202609091407,2026-09-09,14,07R,11:51,2026-09-09T11:42:19.131800+09:00,1,47.0,0.0,7.03,0.0,46.0,1.0,6.99,0.5,48.3,0.0,7.02,0.0,47.4,0.0,7.03,0.0,46.0,1.0,6.94,0.5,47.7,0.0,7.01,0.0
202609090403,2026-09-09,04,03R,11:53,2026-09-09T11:44:26.452206+09:00,1,45.5,1.5,7.12,0.0,47.0,0.0,7.04,0.5,47.2,0.0,7.16,0.0,53.6,0.0,7.07,0.5,54.4,0.0,7.08,0.5,44.5,2.5,6.88,0.5
202609091304,2026-09-09,13,04R,11:59,2026-09-09T11:50:28.938515+09:00,1,51.0,1.0,6.9,0.0,51.0,1.0,7.03,-0.5,52.6,0.0,6.92,0.0,52.0,0.0,6.92,0.0,52.0,0.0,6.95,0.0,56.6,0.0,7.02,0.0
202609090503,2026-09-09,05,03R,12:01,2026-09-09T11:52:28.879439+09:00,1,52.8,0.0,6.89,-0.5,52.0,0.0,6.79,-0.5,55.5,0.0,6.82,-0.5,52.2,0.0,6.79,0.0,53.2,0.0,6.87,0.0,53.4,0.0,6.8,-0.5
202609091704,2026-09-09,17,04R,12:12,2026-09-09T12:02:27.866540+09:00,1,53.6,0.0,6.94,-0.5,55.2,0.0,6.81,-0.5,52.2,0.0,7.01,-0.5,52.2,0.0,6.81,0.0,52.0,0.0,6.85,-0.5,56.5,0.0,6.91,-0.5
202609091104,2026-09-09,11,04R,12:14,2026-09-09T12:04:24.417702+09:00,1,54.0,0.0,6.72,0.0,52.6,0.0,6.72,0.0,52.7,0.0,6.78,0.0,52.1,0.0,6.7,0.5,53.5,0.0,6.76,0.0,50.5,1.5,6.79,0.5
202609091604,2026-09-09,16,04R,12:20,2026-09-09T12:10:29.460944+09:00,1,47.3,0.0,6.84,-0.5,56.2,0.0,6.82,-0.5,54.5,0.0,6.81,0.0,52.0,0.0,6.75,0.0,46.0,1.0,6.81,-0.5,52.0,0.0,6.8,-0.5
202609090404,2026-09-09,04,04R,12:22,2026-09-09T12:12:29.128079+09:00,1,51.5,0.0,6.94,0.0,45.0,2.0,7.07,0.5,45.5,1.5,7.16,0.0,47.0,0.0,7.16,0.5,48.0,0.0,7.16,0.5,53.5,0.0,7.12,0.0
202609091408,2026-09-09,14,08R,12:21,2026-09-09T12:12:29.128079+09:00,1,46.5,0.5,7.01,0.5,46.5,0.5,7.12,0.0,52.2,0.0,7.2,0.0,47.0,0.0,6.98,0.0,46.0,1.0,7.06,0.0,46.5,0.5,7.23,0.0
202609092109,2026-09-09,21,09R,12:24,2026-09-09T12:14:25.361671+09:00,1,54.9,0.0,6.76,0.0,52.0,0.0,6.79,0.5,45.5,1.5,6.85,0.0,54.3,0.0,6.82,0.0,51.5,0.5,6.83,0.0,51.5,0.5,6.77,0.0
202609091305,2026-09-09,13,05R,12:29,2026-09-09T12:20:21.427937+09:00,1,50.5,1.5,6.88,-0.5,52.0,0.0,6.84,0.0,54.5,0.0,6.87,0.0,52.7,0.0,6.85,0.0,52.2,0.0,6.99,0.0,52.8,0.0,7.01,0.0
202609090504,2026-09-09,05,04R,12:31,2026-09-09T12:22:20.164476+09:00,1,55.7,0.0,6.83,0.0,52.0,0.0,6.82,0.0,52.5,0.0,6.81,0.0,52.0,0.0,6.83,-0.5,53.6,0.0,6.82,0.0,52.2,0.0,6.79,0.0
202609091105,2026-09-09,11,05R,12:44,2026-09-09T12:34:23.400030+09:00,1,52.2,0.0,6.73,0.0,52.3,0.0,6.72,0.0,53.6,0.0,6.73,0.0,51.5,0.5,6.72,0.0,52.0,0.0,6.67,0.0,52.0,0.0,6.69,0.5
202609091705,2026-09-09,17,05R,12:43,2026-09-09T12:34:23.400030+09:00,1,52.0,0.0,6.84,-0.5,52.5,0.0,6.78,0.0,52.0,0.0,6.7,0.5,51.0,1.0,6.78,0.0,52.1,0.0,6.9,-0.5,53.8,0.0,6.83,0.0
202609091605,2026-09-09,16,05R,12:50,2026-09-09T12:40:29.858760+09:00,1,52.3,0.0,6.77,-0.5,52.1,0.0,6.77,-0.5,52.8,0.0,6.81,-0.5,45.5,1.5,6.77,0.0,52.0,0.0,6.7,0.0,49.8,0.0,6.77,-0.5
202609090405,2026-09-09,04,05R,12:52,2026-09-09T12:42:27.140094+09:00,1,47.1,0.0,7.11,0.0,52.8,0.0,7.05,0.0,47.1,0.0,6.98,0.0,47.6,0.0,7.02,0.0,48.0,0.0,7.08,0.0,51.2,0.0,7.12,0.0
202609091409,2026-09-09,14,09R,12:52,2026-09-09T12:42:27.140094+09:00,1,47.7,0.0,7.01,0.5,46.5,0.5,7.06,0.5,47.0,0.0,7.05,0.0,49.8,0.0,7.04,0.5,44.0,3.0,7.09,0.0,47.0,0.0,7.1,0.5
202609091306,2026-09-09,13,06R,12:56,2026-09-09T12:46:30.888700+09:00,1,52.0,0.0,6.89,-0.5,52.8,0.0,7.0,-0.5,54.1,0.0,6.98,0.0,53.3,0.0,6.92,0.0,53.3,0.0,6.96,-0.5,51.0,1.0,6.99,0.0
202609092110,2026-09-09,21,10R,12:58,2026-09-09T12:48:24.038125+09:00,1,52.3,0.0,6.77,0.0,48.5,0.0,6.79,0.0,57.1,0.0,6.83,0.5,52.7,0.0,6.83,0.5,52.0,0.0,6.86,0.0,52.3,0.0,6.84,-0.5
202609090505,2026-09-09,05,05R,13:01,2026-09-09T12:52:32.402791+09:00,1,52.0,0.0,6.79,0.0,53.2,0.0,6.78,0.0,53.5,0.0,6.82,0.0,52.3,0.0,6.8,0.0,53.8,0.0,6.83,0.0,52.0,0.0,6.88,0.0
202609091706,2026-09-09,17,06R,13:09,2026-09-09T13:00:46.931489+09:00,1,52.1,0.0,6.86,0.0,53.0,0.0,6.85,0.0,52.5,0.0,6.8,0.0,52.0,0.0,6.97,0.0,52.0,0.0,6.85,-0.5,52.3,0.0,6.84,-0.5
202609091106,2026-09-09,11,06R,13:15,2026-09-09T13:06:21.247486+09:00,1,52.0,0.0,6.73,0.0,52.5,0.0,6.75,0.0,52.2,0.0,6.76,0.0,52.2,0.0,6.77,-0.5,52.4,0.0,6.89,0.0,56.6,0.0,6.75,0.0
202609091606,2026-09-09,16,06R,13:20,2026-09-09T13:10:23.727438+09:00,1,52.1,0.0,6.82,-0.5,47.4,0.0,6.68,-0.5,51.5,0.5,6.78,-0.5,52.0,0.0,6.88,-0.5,52.6,0.0,6.91,0.0,51.0,1.0,6.8,-0.5
202609090406,2026-09-09,04,06R,13:22,2026-09-09T13:12:25.176001+09:00,1,47.0,0.0,7.01,0.0,47.0,0.0,7.07,0.0,50.5,0.0,7.07,0.0,47.0,0.0,7.08,0.0,52.0,0.0,7.05,-0.5,47.2,0.0,7.05,0.5
202609091410,2026-09-09,14,10R,13:23,2026-09-09T13:14:20.961811+09:00,1,51.3,0.0,7.07,0.0,47.0,0.0,7.06,0.0,47.0,0.0,7.07,0.0,47.0,0.0,7.1,0.5,46.5,0.5,7.11,0.0,47.0,0.0,7.06,0.0
202609091307,2026-09-09,13,07R,13:27,2026-09-09T13:18:25.546081+09:00,1,52.4,0.0,6.84,0.0,52.5,0.0,6.9,-0.5,52.0,0.0,6.88,0.0,52.0,0.0,6.88,0.0,52.3,0.0,6.9,0.0,52.0,0.0,6.92,0.0
202609090506,2026-09-09,05,06R,13:31,2026-09-09T13:22:24.360214+09:00,1,52.0,0.0,6.78,0.0,53.4,0.0,6.86,0.0,52.0,0.0,6.82,0.0,51.5,0.5,6.78,-0.5,52.7,0.0,6.76,0.0,51.5,0.5,6.77,0.0
202609092111,2026-09-09,21,11R,13:34,2026-09-09T13:24:31.009535+09:00,1,52.0,0.0,6.8,0.5,52.0,0.0,6.79,0.0,51.0,0.0,6.82,0.0,52.0,0.0,6.83,0.0,52.1,0.0,6.83,0.0,52.0,0.0,6.84,0.0
202609091707,2026-09-09,17,07R,13:40,2026-09-09T13:30:22.433030+09:00,1,51.5,0.5,6.88,-0.5,52.2,0.0,6.78,-0.5,52.3,0.0,6.85,0.0,52.0,0.0,6.74,0.0,52.3,0.0,6.82,-0.5,51.5,0.5,6.88,-0.5
202609091107,2026-09-09,11,07R,13:43,2026-09-09T13:34:23.499998+09:00,1,51.5,0.5,6.77,0.0,53.0,0.0,6.8,0.0,55.8,0.0,6.8,0.0,50.5,1.5,6.79,0.0,53.2,0.0,6.81,0.0,52.2,0.0,6.75,0.0
202609091607,2026-09-09,16,07R,13:50,2026-09-09T13:40:30.425299+09:00,1,52.7,0.0,6.85,-0.5,53.2,0.0,6.89,-0.5,54.5,0.0,6.89,-0.5,55.4,0.0,6.82,-0.5,52.0,0.0,6.77,-0.5,52.0,0.0,6.76,-0.5
202609090407,2026-09-09,04,07R,13:53,2026-09-09T13:44:27.747437+09:00,1,47.8,0.0,7.0,0.0,45.5,1.5,7.07,-0.5,47.4,0.0,7.02,-0.5,47.5,0.0,7.11,0.5,52.0,0.0,7.06,0.0,49.4,0.0,7.11,0.5
202609091411,2026-09-09,14,11R,13:55,2026-09-09T13:46:27.798273+09:00,1,47.0,0.0,7.02,0.0,46.0,1.0,7.05,0.5,45.0,2.0,7.12,0.0,47.0,0.0,7.04,0.0,47.1,0.0,6.95,0.5,47.0,0.0,7.05,0.0
202609090507,2026-09-09,05,07R,14:01,2026-09-09T13:52:23.052351+09:00,1,56.1,0.0,6.76,0.0,51.0,1.0,6.88,-0.5,52.0,0.0,6.83,0.0,52.8,0.0,6.85,-0.5,52.0,0.0,6.84,0.0,53.5,0.0,6.82,0.0
202609091308,2026-09-09,13,08R,14:06,2026-09-09T13:56:27.760731+09:00,1,52.6,0.0,6.94,-0.5,52.8,0.0,6.98,0.0,52.7,0.0,7.0,0.0,52.3,0.0,6.98,-0.5,52.0,0.0,6.95,0.0,52.0,0.0,7.0,0.0
202609091708,2026-09-09,17,08R,14:11,2026-09-09T14:02:25.141292+09:00,1,52.0,0.0,6.85,0.0,56.4,0.0,6.78,-0.5,52.0,0.0,6.86,0.0,55.9,0.0,6.86,0.0,52.0,0.0,6.87,0.0,53.8,0.0,6.92,-0.5
202609092112,2026-09-09,21,12R,14:13,2026-09-09T14:04:23.975173+09:00,1,52.1,0.0,6.76,0.5,52.8,0.0,6.85,-0.5,52.7,0.0,6.79,0.0,54.0,0.0,6.8,0.0,52.0,0.0,6.81,0.0,55.0,0.0,6.81,0.0
202609091108,2026-09-09,11,08R,14:16,2026-09-09T14:06:30.416352+09:00,1,52.1,0.0,6.69,0.0,52.0,0.0,6.76,0.0,53.5,0.0,6.73,0.0,56.3,0.0,6.67,1.0,52.3,0.0,6.88,0.0,54.3,0.0,6.77,0.0
202609090408,2026-09-09,04,08R,14:24,2026-09-09T14:14:26.865010+09:00,1,47.2,0.0,7.12,0.5,46.5,0.5,7.07,0.0,46.0,1.0,7.1,0.0,44.0,3.0,7.12,0.5,44.5,2.5,6.95,0.5,52.2,0.0,7.05,0.5
202609091608,2026-09-09,16,08R,14:23,2026-09-09T14:14:26.865010+09:00,1,54.8,0.0,6.86,0.0,52.0,0.0,6.84,-0.5,54.1,0.0,6.82,-0.5,54.7,0.0,6.77,0.0,52.9,0.0,6.87,-0.5,54.0,0.0,6.89,-0.5
202609091412,2026-09-09,14,12R,14:28,2026-09-09T14:18:29.408976+09:00,1,47.0,0.0,6.88,0.0,47.4,0.0,7.04,0.0,47.0,0.0,6.92,0.0,47.8,0.0,7.01,0.0,46.0,1.0,6.96,0.5,47.1,0.0,7.05,0.5
202609090508,2026-09-09,05,08R,14:32,2026-09-09T14:22:24.234489+09:00,1,55.5,0.0,6.78,-0.5,48.0,4.0,6.86,0.0,52.9,0.0,6.82,0.0,53.5,0.0,6.81,-0.5,49.0,3.0,6.73,-0.5,49.5,2.5,6.75,0.0
202609091309,2026-09-09,13,09R,14:37,2026-09-09T14:28:33.341153+09:00,1,52.0,0.0,6.78,0.0,52.0,0.0,6.88,0.0,56.5,0.0,6.96,0.0,52.4,0.0,6.94,-0.5,52.6,0.0,6.89,0.0,52.0,0.0,6.82,0.0
202609091709,2026-09-09,17,09R,14:41,2026-09-09T14:32:30.588797+09:00,1,56.7,0.0,6.92,-0.5,56.5,0.0,6.98,-0.5,53.1,0.0,6.96,-0.5,52.9,0.0,7.11,0.0,52.0,0.0,7.03,-0.5,55.4,0.0,6.98,0.0
202609091109,2026-09-09,11,09R,14:45,2026-09-09T14:36:25.506305+09:00,1,52.0,0.0,6.67,0.0,52.0,0.0,6.81,0.0,52.3,0.0,6.78,0.0,52.7,0.0,6.78,0.0,52.0,0.0,6.72,0.0,53.0,0.0,6.78,0.0
202609091609,2026-09-09,16,09R,14:51,2026-09-09T14:42:32.398308+09:00,1,54.5,0.0,6.75,-0.5,52.8,0.0,6.78,-0.5,53.1,0.0,6.7,0.0,52.1,0.0,6.7,-0.5,52.6,0.0,6.76,-0.5,48.0,0.0,6.82,-0.5
202609090409,2026-09-09,04,09R,14:56,2026-09-09T14:46:34.020370+09:00,1,47.0,0.0,7.09,0.0,54.6,0.0,7.1,0.0,44.0,3.0,6.98,0.0,47.6,0.0,6.97,0.0,47.0,0.0,7.06,0.0,50.3,0.0,7.0,0.5
202609090509,2026-09-09,05,09R,15:04,2026-09-09T14:54:23.954927+09:00,1,53.6,0.0,6.83,0.0,53.3,0.0,6.75,-0.5,52.0,0.0,6.8,0.0,52.1,0.0,6.8,-0.5,52.3,0.0,6.73,0.0,52.2,0.0,6.77,0.0
202609091310,2026-09-09,13,10R,15:09,2026-09-09T15:00:55.894937+09:00,1,52.0,0.0,6.86,0.0,52.3,0.0,6.96,-0.5,52.2,0.0,6.79,0.0,56.5,0.0,6.95,0.0,53.5,0.0,6.86,0.0,52.0,0.0,6.83,-0.5
202609091710,2026-09-09,17,10R,15:14,2026-09-09T15:04:23.313701+09:00,1,53.3,0.0,6.94,-0.5,51.5,0.5,6.87,0.0,52.3,0.0,6.98,-0.5,55.8,0.0,6.93,0.0,52.0,0.0,6.92,-0.5,51.5,0.5,7.02,-0.5
202609092401,2026-09-09,24,01R,15:15,2026-09-09T15:06:20.993491+09:00,1,52.0,0.0,6.81,0.0,52.0,0.0,6.8,0.5,52.0,0.0,6.86,0.0,52.0,0.0,6.85,0.5,52.8,0.0,6.87,0.0,52.0,0.0,6.87,0.5
202609090101,2026-09-09,01,01R,15:18,2026-09-09T15:08:27.120974+09:00,1,52.0,0.0,6.86,0.0,53.1,0.0,6.85,-0.5,52.6,0.0,6.89,-0.5,52.0,0.0,7.03,-0.5,51.5,0.5,6.98,-0.5,51.5,0.5,6.98,0.0
202609092001,2026-09-09,20,01R,15:20,2026-09-09T15:10:31.966603+09:00,1,52.0,0.0,7.01,0.0,52.0,0.0,7.05,-0.5,47.7,0.0,6.97,-0.5,52.2,0.0,7.01,-0.5,52.8,0.0,7.0,0.0,52.0,0.0,6.99,-0.5
202609091110,2026-09-09,11,10R,15:25,2026-09-09T15:16:30.618632+09:00,1,52.8,0.0,6.73,0.0,54.0,0.0,6.73,0.0,54.8,0.0,6.71,0.0,52.2,0.0,6.72,0.0,52.0,0.0,6.71,0.0,52.5,0.0,6.73,0.0
202609091610,2026-09-09,16,10R,15:28,2026-09-09T15:18:24.658978+09:00,1,45.5,1.5,6.83,0.0,52.0,0.0,6.77,0.0,53.0,0.0,6.86,-0.5,52.0,0.0,6.74,-0.5,50.0,2.0,6.68,-0.5,47.2,0.0,6.72,0.0
202609090410,2026-09-09,04,10R,15:29,2026-09-09T15:20:28.689618+09:00,1,46.0,1.0,6.97,0.5,54.4,0.0,7.0,0.5,47.6,0.0,6.99,0.0,55.2,0.0,6.98,0.5,45.0,2.0,6.97,0.0,45.5,1.5,7.0,0.0
202609090510,2026-09-09,05,10R,15:37,2026-09-09T15:28:17.616709+09:00,1,52.7,0.0,6.79,-0.5,52.2,0.0,6.8,0.0,52.0,0.0,6.77,-0.5,53.1,0.0,6.83,0.0,53.5,0.0,6.78,0.0,52.8,0.0,6.72,0.5
202609091311,2026-09-09,13,11R,15:41,2026-09-09T15:32:22.523334+09:00,1,53.3,0.0,6.88,0.0,51.0,1.0,6.87,0.0,52.4,0.0,6.8,0.0,52.7,0.0,6.92,-0.5,50.5,1.5,6.84,-0.5,52.3,0.0,6.81,0.0
202609090102,2026-09-09,01,02R,15:43,2026-09-09T15:34:28.057195+09:00,1,52.9,0.0,6.91,-0.5,52.0,0.0,6.84,-0.5,55.8,0.0,6.99,-0.5,52.1,0.0,6.9,-0.5,53.0,0.0,6.82,-0.5,53.0,0.0,6.8,-0.5
202609092402,2026-09-09,24,02R,15:45,2026-09-09T15:36:28.685652+09:00,1,52.0,0.0,6.82,0.5,51.5,0.5,6.89,0.5,52.5,0.0,6.82,0.0,52.0,0.0,6.86,0.0,52.0,0.0,6.89,0.0,52.1,0.0,6.91,0.5
202609092002,2026-09-09,20,02R,15:48,2026-09-09T15:38:27.171180+09:00,1,52.3,0.0,6.96,0.0,52.0,0.0,6.97,-0.5,54.0,0.0,6.95,-0.5,52.0,0.0,6.94,0.0,52.0,0.0,6.88,0.0,49.2,0.0,7.03,0.0
202609091711,2026-09-09,17,11R,15:52,2026-09-09T15:42:31.304433+09:00,1,55.4,0.0,6.89,-0.5,51.0,1.0,6.85,0.0,52.0,0.0,6.95,-0.5,52.1,0.0,6.91,0.0,56.2,0.0,6.85,0.0,52.2,0.0,6.81,0.0
202609091111,2026-09-09,11,11R,15:58,2026-09-09T15:48:21.949549+09:00,1,53.6,0.0,6.68,0.0,52.9,0.0,6.76,0.0,51.5,0.5,6.75,0.0,52.0,0.0,6.71,0.0,52.3,0.0,6.75,0.0,52.6,0.0,6.79,0.0
202609091611,2026-09-09,16,11R,16:02,2026-09-09T15:52:19.395744+09:00,1,52.0,0.0,6.76,0.0,52.0,0.0,6.89,-0.5,52.0,0.0,6.75,-0.5,51.5,0.5,6.71,-0.5,56.2,0.0,6.87,-0.5,54.9,0.0,6.74,-0.5
202609090411,2026-09-09,04,11R,16:03,2026-09-09T15:54:28.611317+09:00,1,52.0,0.0,6.9,-0.5,48.0,0.0,6.9,0.0,47.0,0.0,6.86,0.0,45.5,1.5,6.89,0.0,47.0,0.0,6.85,0.5,47.1,0.0,6.93,0.0
